지점,지점명,일시,평균기온(°C),최고기온(°C),최저기온(°C),월합강수량(00~24h만)(mm),평균풍속(m/s),최대풍속(m/s),합계 일조시간(hr),최심적설(cm)
98,동두천,2016-06,22.7,32.6,13.5,29.5,1.7,5.9,228.9,
98,동두천,2016-07,25.1,34.9,17.6,366.3,1.5,5.7,156.9,
98,동두천,2016-08,26.5,35.7,12.1,70.4,1.4,6.3,231.1,
98,동두천,2016-09,21.6,30.9,10,39.6,1.2,6.7,196.5,
98,동두천,2016-10,14.6,28.5,-1.8,154.9,1.3,7.1,185.2,
98,동두천,2016-11,6.1,20,-8.7,18.1,1.5,6.2,155.2,
98,동두천,2016-12,.6,14.6,-12,67.7,1.5,8.1,150.6,
98,동두천,2017-01,-2.5,13.6,-14.9,15.5,1.7,7.6,205.4,
98,동두천,2017-02,-.8,12.4,-11.8,15.1,1.9,7.8,207.9,
98,동두천,2017-03,5.6,21,-7.3,15.1,1.8,8.6,237,
98,동두천,2017-04,13.2,28.3,.5,67.5,2.2,8.7,252.9,
98,동두천,2017-05,18.4,30.9,6.9,22.7,1.9,10.1,289.6,
98,동두천,2017-06,22.2,35.5,10.6,50.5,1.7,6.7,251.8,
98,동두천,2017-07,26,34.5,20.2,376.3,1.5,7,119.6,
98,동두천,2017-08,24.5,35.9,13.6,334.6,1.4,6.8,154.4,
98,동두천,2017-09,20.1,30.4,6.8,25.3,1.3,8.1,229.5,
98,동두천,2017-10,14.1,27.8,-.9,18.5,1.3,8,152.9,
98,동두천,2017-11,4.2,19.5,-9.2,19,1.7,10,160.1,
98,동두천,2017-12,-3.3,9.7,-16.6,29.6,1.6,7.4,185.3,.9
98,동두천,2018-01,-5.4,9.8,-20.4,7,1.7,7.6,198,
98,동두천,2018-02,-2.6,11.7,-16.9,30.7,1.9,7.9,215,
98,동두천,2018-03,7.4,23.8,-8.4,38.7,1.9,10.9,209,
98,동두천,2018-04,12.4,28.7,-1.6,125.9,2.1,9.8,215.9,
98,동두천,2018-05,17.4,30.4,5.3,242.9,1.8,8.8,242.6,
98,동두천,2018-06,22.1,32.2,13.6,193.6,1.5,6.5,237,
98,동두천,2018-07,26.3,36.2,16,216.9,1.4,7.9,240.5,
98,동두천,2018-08,27.2,38.7,17.2,407.4,1.5,6,226.3,
98,동두천,2018-09,19.8,31.5,7.5,56.5,1.3,6.9,210,
98,동두천,2018-10,11.4,25.6,-1.4,107.9,1.4,8.3,230.7,
98,동두천,2018-11,6.4,20.8,-5.7,61.5,1.2,7,166.6,
98,동두천,2018-12,-2,12.6,-15.5,11,1.5,7.3,198.7,
98,동두천,2019-01,-2.4,9.8,-13,.4,1.4,7.2,212.7,
98,동두천,2019-02,-.3,14.4,-11.3,26.7,1.4,7.1,202,
98,동두천,2019-03,5.7,18.5,-5.2,32.5,1.8,10.8,221.6,
98,동두천,2019-04,11,28.4,-3.6,34.8,1.6,9.5,219.2,
98,동두천,2019-05,18.3,32.8,4.5,34.5,1.8,8.6,323,
98,동두천,2019-06,21.1,31.8,11.6,63.2,1.3,6.2,237.8,
98,동두천,2019-07,24.6,35.8,16.5,329.8,1.4,5.8,151.8,
98,동두천,2019-08,25.4,35.3,16.3,135.2,1.1,6.3,249.4,
98,동두천,2019-09,20.8,29.9,9.6,247.5,1.1,13.9,179.5,
98,동두천,2019-10,14.4,27.9,1.1,38.2,1.1,5.9,223.8,
98,동두천,2019-11,5.7,19.7,-6.6,58.1,1.2,7.7,194.5,
98,동두천,2019-12,0,13.3,-13.4,27.2,1.3,7.5,148,
98,동두천,2020-01,0,12.4,-10.2,71.4,1.1,7.4,186.6,
98,동두천,2020-02,1.2,17.5,-14.9,54.8,1.4,8.2,179.4,
98,동두천,2020-03,6.7,22.3,-5.4,19.7,2,10.7,254.1,
98,동두천,2020-04,10.2,24.6,-.7,19.5,2.1,9.6,280.7,
98,동두천,2020-05,17.1,29.5,6.5,134.3,1.4,8.4,205.7,
98,동두천,2020-06,22.8,35.5,13.3,128.6,1.4,9,245.1,
98,동두천,2020-07,23,32.2,16.2,248,1.2,6.2,167.1,
98,동두천,2020-08,25.3,35,19.8,757.8,1.5,10.3,101.4,
98,동두천,2020-09,19.5,30.1,9.3,130.4,1.4,8.7,208.2,
98,동두천,2020-10,12,24.8,0,2.9,1,5.8,235.8,
98,동두천,2020-11,6.3,19.7,-7.5,73.9,1.4,7.8,177.6,
98,동두천,2020-12,-2.2,10.9,-15.9,.6,1.3,7.6,198.6,
98,동두천,2021-01,-4.2,15,-20.2,15.4,1.4,10.7,188.8,
98,동두천,2021-02,1.3,19.2,-12.2,8.5,1.9,9.3,189.6,
98,동두천,2021-03,7.7,23.9,-3.8,107.8,1.6,8.1,238.4,
98,동두천,2021-04,13,29.1,0,99.3,1.7,9,239,
98,동두천,2021-05,15.8,29.9,5,228.8,1.5,8.2,210.8,
98,동두천,2021-06,21.3,30.8,11.5,103.3,1.1,6.2,207.7,
98,동두천,2021-07,26.4,35.7,18.5,100.2,.9,6.9,237.8,
98,동두천,2021-08,24.3,32.6,17.7,140.6,.9,5.8,163.4,
98,동두천,2021-09,20.8,29.6,13.8,100.6,1,6,203.5,
98,동두천,2021-10,13.7,28.2,-.9,71.2,.9,5.6,186.5,
98,동두천,2021-11,6.4,22.2,-5.4,51.6,1.3,8.8,166.8,
98,동두천,2021-12,-1.1,12.8,-17.3,8.3,1.4,7.9,185.1,
98,동두천,2022-01,-3.9,7.8,-15.1,6.5,1.1,6.9,214.7,
98,동두천,2022-02,-2.6,11.6,-13.3,7.1,1.8,8.2,220,
98,동두천,2022-03,6.4,20.8,-5.5,91,1.6,11.2,201.9,
98,동두천,2022-04,13.6,30.3,-.7,17.8,1.7,7,262.9,
98,동두천,2022-05,17.4,30.4,3.7,16.4,1.6,8.7,305.2,
98,동두천,2022-06,21.5,31.9,11.9,522.8,1.4,9.1,162.2,
98,동두천,2022-07,25.8,35.4,19,302.7,1,5.5,189,
98,동두천,2022-08,24.2,31.7,12.4,506.8,1.1,7.2,143.4,
98,동두천,2022-09,20,30.8,8.6,204.5,.8,5.5,220,
98,동두천,2022-10,12.3,26.8,.2,146.3,.7,6.2,204.7,
98,동두천,2022-11,8,22.4,-9.4,88.7,.9,6.6,177.6,
98,동두천,2022-12,-4.9,10.1,-16.8,12,.9,7.5,198.8,
98,동두천,2023-01,-3.7,13.2,-20.3,49.8,.8,7.3,186.5,
98,동두천,2023-02,.6,12.9,-8.9,.5,.9,6.8,197,
98,동두천,2023-03,8.3,26.4,-4.7,14.4,1.4,7.9,251.2,
98,동두천,2023-04,12.7,28.7,-.7,94.6,1.5,8.6,198.9,
98,동두천,2023-05,18,30.8,4.5,158.7,1.2,6.8,244.2,
98,동두천,2023-06,22,33,13.8,218.4,1.1,5.9,193,
98,동두천,2023-07,25.6,33.5,18.7,355.6,1.1,6.4,164.6,
98,동두천,2023-08,25.6,34.3,18.7,255.9,1,4.7,161.6,
98,동두천,2023-09,21.8,32,12.5,56.3,.8,3.6,165.9,
98,동두천,2023-10,13.6,23.6,1.5,38.5,.8,5.5,206.3,
98,동두천,2023-11,5.4,25.7,-8.4,93.4,1.5,9.4,161.7,
98,동두천,2023-12,-.5,16.3,-16.3,76.6,1.3,9.2,151.8,
98,동두천,2024-01,-2.1,10.3,-15.7,13.2,1.1,6.3,165.2,
98,동두천,2024-02,2.4,18.9,-7,58.2,1.1,6.3,130,
98,동두천,2024-03,5.7,23.6,-10.2,38,1.6,9,209.1,
98,동두천,2024-04,15.2,30.4,2.2,22.2,1.3,6.1,221.6,
98,동두천,2024-05,17.2,28.8,5.5,140.6,1.3,6,237.3,
98,동두천,2024-06,23,35.2,11.6,96.7,1.1,5.6,271.5,
98,동두천,2024-07,25.6,32.8,20.6,378.2,1.5,8.4,98.5,
98,동두천,2024-08,27.6,35.2,19.7,146.5,.9,4.6,201.1,
98,동두천,2024-09,23.4,35,12.1,178,.8,4.4,163.1,
98,동두천,2024-10,14.4,24.9,3.8,57.2,.7,4.6,157.7,
98,동두천,2024-11,7.9,24.3,-5.5,34.2,1,8.2,167.5,
98,동두천,2024-12,-1.4,13.5,-11.3,7.6,1.1,7.8,193.5,
99,파주,2015-01,-3.1,8.8,-15.6,20.9,1.6,6.2,198.8,
99,파주,2015-02,-.7,13,-16.4,22.3,1.7,6.8,181.7,
99,파주,2015-03,4.1,21.3,-9,7.7,1.9,7.9,261.8,
99,파주,2015-04,11.8,29.1,-2.2,63.4,2.1,8.5,223.3,
99,파주,2015-05,17,31.6,2.9,26.8,1.8,7.2,288.7,
99,파주,2015-06,21.5,32.8,9.6,82.8,1.6,6.8,259.5,
99,파주,2015-07,24.1,35,14.3,220.1,1.7,6.7,198.8,
99,파주,2015-08,24.5,33.8,14.8,33.5,1.4,11.5,233.8,
99,파주,2015-09,19.7,29.9,9.2,31.8,1.4,5.3,263.3,
99,파주,2015-10,13.1,25.9,-4.1,74.1,1.3,7,230.7,
99,파주,2015-11,7.4,19.6,-8.5,111.6,1.6,5.4,99.3,
99,파주,2015-12,-.2,11.1,-14.7,21.2,1.3,6.9,183.3,
99,파주,2016-01,-5,11.3,-20,1,1.5,8.4,203.1,
99,파주,2016-02,-1.2,15.5,-16.4,65.9,1.8,6.8,199.7,
99,파주,2016-03,5.4,21.6,-10.5,57.4,1.7,7.2,250.6,
99,파주,2016-04,12.6,28.1,.2,89.3,2,8.2,220.5,
99,파주,2016-05,17.4,30.6,7,157.7,1.9,9.8,264.3,
99,파주,2016-06,21.5,31,12.3,28.6,1.5,5.8,239.8,
99,파주,2016-07,24.4,32.9,16.9,377.9,1.5,5.5,174.5,
99,파주,2016-08,26,35,11.5,31.9,1.4,5.5,253.7,
99,파주,2016-09,21.1,30.5,9.3,26.4,1.4,6.5,221,
99,파주,2016-10,13.7,28.4,-3.7,249.9,1.3,5.5,192.8,
99,파주,2016-11,4.7,20.2,-10.3,15.8,1.4,5.5,166.9,
99,파주,2016-12,-.6,11.4,-13.4,62.1,1.4,6.4,168.8,
99,파주,2017-01,-3.9,10.1,-17.9,12.8,1.5,7.9,217.1,
99,파주,2017-02,-2.3,10.7,-14.9,16.5,1.5,6.2,212.2,
99,파주,2017-03,3.8,18.8,-8.5,9,1.4,7,246.2,
99,파주,2017-04,11.7,25.1,-2.1,65.7,1.8,7.8,256,
99,파주,2017-05,16.8,29.1,5.2,44.1,1.5,8,299.6,
99,파주,2017-06,20.9,33.1,9.2,42.7,1.4,5.9,290.2,
99,파주,2017-07,25.3,33.5,19.9,364.3,1.2,5,135.5,
99,파주,2017-08,23.7,34.9,11.8,318.1,1.4,6.4,174.6,
99,파주,2017-09,19.1,29.5,4.2,23.1,1.4,5.6,239.4,
99,파주,2017-10,13,26.8,-3.6,9.8,1.3,6.5,158.4,
99,파주,2017-11,2.8,19.9,-11.1,16.8,1.5,6.3,168.8,
99,파주,2017-12,-4.6,8,-18.8,24.9,1.3,7.2,170.4,1.4
99,파주,2018-01,-6.8,8,-23.5,6.1,1.4,6.2,200.4,
99,파주,2018-02,-4.2,9.6,-20.6,28.6,1.7,6.6,216.3,
99,파주,2018-03,5.8,21.1,-9.7,36.3,2,7.2,207.8,
99,파주,2018-04,10.6,25.3,-3.8,122.4,2.2,10.1,220.8,
99,파주,2018-05,16,29.9,4.5,208.2,1.8,7.2,236,
99,파주,2018-06,20.8,31,11.8,137,1.5,6.8,230.2,
99,파주,2018-07,25.5,36.7,14.8,127.4,1.4,4.9,245.2,
99,파주,2018-08,26.5,37.6,16.6,129.5,1.4,6.4,230.2,
99,파주,2018-09,19.2,30.1,6.9,50.3,1.3,6,220.6,
99,파주,2018-10,10.3,25.5,-3.1,102,1.2,6.6,220.4,
99,파주,2018-11,5,19.4,-8.3,50.5,1,5.7,165.2,
99,파주,2018-12,-3.2,11.4,-17.7,11.2,1.2,6.4,199.7,
99,파주,2019-01,-4,8,-16.1,.2,1,7.1,219.8,
99,파주,2019-02,-1.2,13.2,-14.4,23.3,1.2,5.5,195.2,
99,파주,2019-03,4.7,16.8,-7.5,25.5,1.6,8.4,207.9,
99,파주,2019-04,10.1,26.6,-5,38.6,1.6,7.6,221.6,
99,파주,2019-05,17.3,31.3,1.8,37.1,1.6,6.7,314.4,
99,파주,2019-06,20.6,31.6,10.3,62.2,1.3,6.4,222.8,
99,파주,2019-07,24.3,34.7,16.3,259.6,1.4,5.2,158.8,
99,파주,2019-08,25.1,34.7,15.5,161.9,1.1,4.8,250.1,
99,파주,2019-09,20.3,30,8.3,283.2,1.3,14.8,164,
99,파주,2019-10,13.9,28,-.3,30.4,1.2,6.1,228.3,
99,파주,2019-11,4.8,20.5,-8.2,72.2,1.1,7.7,192.3,
99,파주,2019-12,-.8,10.9,-14.9,28.2,1.1,6.5,157.5,
99,파주,2020-01,-.6,10.9,-11.4,82.3,1.2,5.9,193.5,
99,파주,2020-02,.6,16.4,-15.8,54.3,1.3,7.4,176.4,
99,파주,2020-03,5.7,21.6,-7,12.1,1.7,8.7,262.3,
99,파주,2020-04,9.3,23,-3.8,17.5,2,7.5,290,
99,파주,2020-05,16.4,28.5,5.9,131.8,1.4,8.2,190.4,
99,파주,2020-06,22,34.4,12.4,131.4,1.3,7.6,227.6,
99,파주,2020-07,22.7,30.7,16.2,231.2,1.4,6.3,162.3,
99,파주,2020-08,25.2,34.2,20,682.6,1.5,10.6,108.1,
99,파주,2020-09,19.3,30.5,9.1,195.7,1.5,7.5,198.8,
99,파주,2020-10,11.2,24.2,-2.3,3.5,1.1,6.2,233.1,
99,파주,2020-11,5.4,19.8,-8.9,64.2,1.2,7.7,171.9,
99,파주,2020-12,-3.3,10.6,-17.4,5.7,1.1,6,203.3,
99,파주,2021-01,-5.1,13.4,-21.7,12.9,1.4,9.5,192.8,
99,파주,2021-02,.5,16.8,-13.7,10,1.8,7.3,197.1,
99,파주,2021-03,6.7,22,-4.7,112.4,1.5,6.8,242.6,
99,파주,2021-04,12.2,26.7,-.5,106.4,1.8,8.8,234.8,
99,파주,2021-05,15.5,29.4,4,243,1.5,7.1,212.8,
99,파주,2021-06,21.1,30.2,11.5,50.4,1.2,6.5,198.9,
99,파주,2021-07,26.1,35.1,19.1,93.6,1.1,5.2,256.6,
99,파주,2021-08,24.1,33,16.8,183.3,1.3,5.6,180.1,
99,파주,2021-09,20.6,29.5,13,93.5,1.6,5,209.4,
99,파주,2021-10,13,27.3,-2,79.4,1.1,5.2,190.5,
99,파주,2021-11,5.5,21.8,-7,47.2,1.1,7.6,176,
99,파주,2021-12,-1.9,12.3,-18.7,5.8,1.2,8.2,193.1,
99,파주,2022-01,-5.2,7.5,-18.7,7.2,1,5.5,218.6,
99,파주,2022-02,-3.6,11.1,-15.6,2.6,1.5,6.5,222,
99,파주,2022-03,5.3,19.4,-8.2,103.3,1.5,8.9,195.4,
99,파주,2022-04,12.4,28.2,-2.6,19.5,1.7,6.5,271.2,
99,파주,2022-05,16.4,29.1,1.7,12.7,1.5,7.4,301.9,
99,파주,2022-06,21.2,30.7,10.6,509.9,1.6,7.9,156.6,
99,파주,2022-07,25.4,34.2,19.1,290.2,1.2,5.8,187.4,
99,파주,2022-08,24.1,32,12.3,353.5,1.3,8.7,160.6,
99,파주,2022-09,19.5,30.7,7.5,152.4,1.1,5.5,214.8,
99,파주,2022-10,11.6,25.3,-1.4,181.6,.9,5.4,217.2,
99,파주,2022-11,7.1,22.3,-9.2,89.2,.9,6.1,171.1,
99,파주,2022-12,-5.8,9.1,-18.8,8.4,.9,6.9,207.1,
99,파주,2023-01,-4.5,11.6,-20.9,42.9,1,6.7,185.3,
99,파주,2023-02,-.4,11,-10.5,1,1.1,7.2,200.7,
99,파주,2023-03,6.8,23.7,-6.5,14.7,1.5,8.2,238.2,
99,파주,2023-04,11.8,27.2,-1.3,102.3,1.7,8.4,185.5,
99,파주,2023-05,17.2,29.6,3.6,139.2,1.4,6.2,232.7,
99,파주,2023-06,21.5,32.3,12.8,212,1.1,5.1,188.7,
99,파주,2023-07,25.2,33.3,18.4,441,1.2,6.4,157.9,
99,파주,2023-08,25.2,33.4,18.7,247.8,1.2,5.5,160.1,
99,파주,2023-09,21.6,32,12.8,43.1,1.2,5.3,168,
99,파주,2023-10,12.9,24,-.5,46.5,1,5.3,203,
99,파주,2023-11,4.7,24.8,-9.7,75.5,1.6,8.1,167.4,
99,파주,2023-12,-1.1,15.6,-17.6,72,1.5,6.9,145.6,
99,파주,2024-01,-2.9,9.3,-15.1,12.1,1.2,6.2,175.1,
99,파주,2024-02,1.6,16.2,-8.7,71.9,1.5,6.4,130.1,
99,파주,2024-03,4.7,23.1,-10.5,20.4,1.9,7.7,210.8,
99,파주,2024-04,14,27.8,-.7,23.3,1.5,5.8,215.5,
99,파주,2024-05,16.3,27.4,4.6,130.7,1.4,5.7,241,
99,파주,2024-06,22.2,34,11,56.7,1.2,4.9,280.2,
99,파주,2024-07,25.3,33.2,20.4,871,1.5,6.6,103.1,
99,파주,2024-08,27.4,35.4,18.6,92.1,1.1,5.7,236.2,
99,파주,2024-09,23,34.5,12,114.2,1.3,6.2,175.4,
99,파주,2024-10,13.8,24.7,2.7,52.4,1,4.9,160.8,
99,파주,2024-11,7,23.6,-7,22.3,1.1,5.8,181.5,
99,파주,2024-12,-2.7,12.3,-14.2,5.5,1,5.9,202.8,
100,대관령,2015-01,-5.2,7,-19.8,21.4,3.5,13.1,191.3,5.7
100,대관령,2015-02,-3.5,7.2,-18,19.9,4,14.7,197.6,
100,대관령,2015-03,2,18.8,-14.6,21.5,4.2,17.1,296,
100,대관령,2015-04,7.6,23.3,-3,62.7,3.7,16,226,
100,대관령,2015-05,14.7,29.1,0,13,4,16.3,329.3,
100,대관령,2015-06,16.1,28.1,2.7,88.2,2.5,8.3,219.9,
100,대관령,2015-07,19,29,8.5,135.6,3.2,12.2,164.2,
100,대관령,2015-08,20,30,12,308.2,2.8,12.7,212.6,
100,대관령,2015-09,14,23.8,4.6,65.7,2,6.8,206.2,
100,대관령,2015-10,9.2,22.4,-7.3,35.5,3.6,13.1,255.1,
100,대관령,2015-11,4.2,17.5,-9.3,194.7,2.8,11.5,99.1,
100,대관령,2015-12,-2.2,9.4,-13.3,15.5,3.8,17.7,173.5,
100,대관령,2016-01,-7.1,6.8,-23,2.6,4.9,16.6,227.7,
100,대관령,2016-02,-4.1,13.7,-18,39,4.3,12.2,210,
100,대관령,2016-03,1.9,17.9,-17.3,18.4,3.5,12.5,221.1,
100,대관령,2016-04,8.9,23.3,-2.8,84.5,4.3,16.2,252.7,
100,대관령,2016-05,14,27.4,.3,46.8,3.9,20.8,321.3,
100,대관령,2016-06,17.2,27.8,3.1,64.3,2.6,9.5,277.8,
100,대관령,2016-07,20.1,30.2,10.6,421.3,2.7,8.4,206.2,
100,대관령,2016-08,20.5,32.4,7.3,260.4,2.5,15.7,253.8,
100,대관령,2016-09,15.9,25.8,6.9,102.1,2,13.6,160,
100,대관령,2016-10,9.8,22.8,-2.5,78.3,2.4,10.4,185.8,
100,대관령,2016-11,2.5,15.1,-10.2,13.3,3.4,11.1,211.6,
100,대관령,2016-12,-2.7,11.6,-21.7,53,3.8,14.6,191.4,
100,대관령,2017-01,-6.2,6.9,-21.1,22.3,4.1,14.8,241.8,
100,대관령,2017-02,-4.3,7.3,-17.1,7.2,4.1,12.8,241.8,
100,대관령,2017-03,.3,12.2,-10.4,17.8,3,12.8,239.3,
100,대관령,2017-04,8.8,23,-3.4,61.1,4.3,12.9,286,
100,대관령,2017-05,13.8,26.8,1.5,31.6,3.9,13.8,314,
100,대관령,2017-06,15.8,29,2.4,73,2.5,11.9,279.9,
100,대관령,2017-07,21.5,31.1,14.9,355.4,3.1,8.8,207.8,
100,대관령,2017-08,19.2,29.3,7.6,293.3,2.5,10.4,176.8,
100,대관령,2017-09,14.6,25.9,2.9,69.3,2.4,9.4,252,
100,대관령,2017-10,9,21.6,-5.3,53.3,2,8.2,192.1,
100,대관령,2017-11,1.2,14.8,-15.3,32.4,4.8,13.5,237,
100,대관령,2017-12,-6.6,4.5,-20.5,8.6,5.1,12.6,240.5,
100,대관령,2018-01,-8.5,3.9,-24.4,4.3,4.7,14.1,238.3,
100,대관령,2018-02,-6.5,5.3,-23.4,43.2,4.8,13.1,233.3,
100,대관령,2018-03,2.3,17.5,-17.1,72.9,4.3,16.5,231,
100,대관령,2018-04,8.1,27.3,-4.8,128.7,4.3,14.2,268.4,
100,대관령,2018-05,12.5,28.3,.4,203,3.8,14.2,265,
100,대관령,2018-06,17.1,28.5,6.4,83.5,2.7,12,267.3,
100,대관령,2018-07,21.4,32.9,10.4,228,2.9,9.7,239.5,
100,대관령,2018-08,21.1,32.2,10.9,542.6,2.6,10.6,183,
100,대관령,2018-09,14.2,23.2,1.8,195.4,2.4,10.7,132.1,
100,대관령,2018-10,6.9,18.6,-4.5,158.4,3.3,14.3,225.6,
100,대관령,2018-11,2.7,16.8,-9.2,50.4,2.8,15.3,170.1,
100,대관령,2018-12,-5,11.1,-20.3,21,3.7,11.5,207.4,
100,대관령,2019-01,-5.6,5.3,-20.1,.5,4.1,15,238.5,
100,대관령,2019-02,-3.3,8.1,-16.6,16.7,3.3,12.7,216.2,
100,대관령,2019-03,1.6,15,-8,48.5,3.5,14.8,229.2,
100,대관령,2019-04,6.2,24.4,-8.4,59.9,3,13.5,236.5,
100,대관령,2019-05,14.5,29.6,-3.6,5.6,3.4,12.6,320.7,
100,대관령,2019-06,16.3,28.2,4.3,168.5,2.2,7.7,250.1,
100,대관령,2019-07,20.2,29.4,11.8,183.8,2.6,10.6,164.9,
100,대관령,2019-08,21,30.2,12.3,205.8,2.4,9.1,220.4,
100,대관령,2019-09,16.1,26.7,4.4,251.5,1.8,12.2,149.2,
100,대관령,2019-10,10.1,22.7,-1.9,176.9,2.2,9.7,179.3,
100,대관령,2019-11,2.9,15.6,-9.7,78.4,2.5,15,184.9,
100,대관령,2019-12,-2.8,9.8,-15.5,2.4,3.8,12.7,200.3,
100,대관령,2020-01,-3.2,9.3,-14.2,86.3,2.8,11.1,175.4,
100,대관령,2020-02,-2.7,10.3,-24,45.5,3.3,10.8,216.5,
100,대관령,2020-03,2.1,20.5,-8.9,39.1,3.4,17,273.6,
100,대관령,2020-04,4.8,20.1,-9.2,64.2,3.6,12.9,263.2,
100,대관령,2020-05,12.8,25.2,.6,104.6,3.1,12.4,248.4,
100,대관령,2020-06,18.7,31.6,8.1,157.5,2.7,9.8,239.5,
100,대관령,2020-07,17.9,28.7,7.8,382.3,2.1,9.5,169.8,
100,대관령,2020-08,22.2,30.8,15.8,296.7,2.9,11,133,
100,대관령,2020-09,14.7,26.3,3,551,3,17,152.3,
100,대관령,2020-10,7.9,19.7,-4.6,1.8,2.2,9,221.5,
100,대관령,2020-11,3.4,18.3,-8.9,22.6,3.6,14,205.7,
100,대관령,2020-12,-5.4,8,-20.2,4.2,4.1,13.3,221.4,
100,대관령,2021-01,-7.3,7.6,-24.3,7.8,4,14.3,204.9,
100,대관령,2021-02,-2,15.6,-17.4,2.2,4.6,13.6,226.8,
100,대관령,2021-03,3,16.1,-16.9,86.2,3,12.7,231.9,
100,대관령,2021-04,7.5,20.9,-5.7,98.4,3,12.1,257.8,
100,대관령,2021-05,11.8,25.2,-.7,154,3.1,12,225.5,
100,대관령,2021-06,16.8,27.8,8,78.6,2.3,10.2,185.1,
100,대관령,2021-07,21.4,30.1,13.6,124.8,1.7,6,263.8,
100,대관령,2021-08,19.6,30.6,12.6,217.2,1.9,9.3,116,
100,대관령,2021-09,15.7,25.5,7.6,153.9,2,8.9,153.9,
100,대관령,2021-10,9.7,26.1,-5,65.2,2,8.9,183.6,
100,대관령,2021-11,2.7,15.1,-10.7,32.6,4.1,13.9,193.8,
100,대관령,2021-12,-3.9,9,-21.2,6.4,4.5,14.3,207.9,
100,대관령,2022-01,-6.9,3.5,-20.4,1.3,3,11.3,233.1,
100,대관령,2022-02,-6.4,8.6,-19.4,2.2,4.4,12.7,251.3,
100,대관령,2022-03,2.2,15.4,-12.5,76.6,3.5,13.8,226.4,
100,대관령,2022-04,9.2,24.2,-5.2,43.5,3.7,12.1,280,
100,대관령,2022-05,13.4,28.5,-2.7,9.3,3.7,11,310.7,
100,대관령,2022-06,17.2,30.3,5.6,245.2,3.2,13.2,184.3,
100,대관령,2022-07,21.3,30,14,173.3,1.9,8.2,179.6,
100,대관령,2022-08,20.6,29.5,7,415.6,2.8,10.9,137.1,
100,대관령,2022-09,15.2,28.2,2.5,206.5,2,10.5,199.8,
100,대관령,2022-10,8.2,25.5,-4,145.4,2,15.2,166.7,
100,대관령,2022-11,4.5,18.8,-12.2,40,2.5,12,208.4,
100,대관령,2022-12,-7.8,4.5,-21.8,2.3,4.4,12.9,123.1,
100,대관령,2023-01,-6.3,11.2,-25.2,27,3.5,15.6,114.6,
100,대관령,2023-02,-3.2,10.1,-17.5,3.5,2.7,11.4,181.9,
100,대관령,2023-03,4.4,20.3,-8.7,17.8,3.1,12.3,247.2,
100,대관령,2023-04,8.1,20.9,-2.8,54.5,4,13.9,218.4,
100,대관령,2023-05,13.5,27.8,-2.3,92.5,2.6,10.7,223,
100,대관령,2023-06,17.9,29.7,7.4,194.3,2.7,12.5,211.2,
100,대관령,2023-07,21.9,31.6,11.1,181.9,2.6,13.3,149.7,
100,대관령,2023-08,21.4,31.8,13.6,303.8,2.1,12.7,142,
100,대관령,2023-09,17,26.5,6.4,190.2,1.7,6.5,139.9,
100,대관령,2023-10,9,19.5,-1.7,31.2,2.1,9.4,209.7,
100,대관령,2023-11,2.7,21.6,-13.2,39.9,4.6,17,188.2,
100,대관령,2023-12,-4.1,12.8,-20.4,155.2,3.8,13.6,160.8,
100,대관령,2024-01,-5.7,6.5,-21.9,16.8,3.7,13.5,130.4,
100,대관령,2024-02,-2.9,12.3,-15.9,119.6,2.6,12.3,,
100,대관령,2024-03,.4,15.3,-15.6,52.7,3.5,13.6,112.6,
100,대관령,2024-04,9.6,26.1,-3.8,53.9,2.4,9.3,214,
100,대관령,2024-05,13.2,27.4,-1.3,64.9,3.1,12.8,264.7,
100,대관령,2024-06,18.6,30.6,2,110.9,2.2,9.3,289.4,
100,대관령,2024-07,22,30.8,13.6,211.6,3.9,13.7,148.4,
100,대관령,2024-08,22.8,31.3,14.6,95.2,2.1,8.8,233.3,
100,대관령,2024-09,18.5,30.5,5.9,249,1.8,7.8,147.3,
100,대관령,2024-10,10.2,21.2,-1.2,163.6,1.7,16.2,146,
100,대관령,2024-11,4.1,18,-11,29.3,2.6,14.5,166.2,
100,대관령,2024-12,-4.3,7.9,-15,2.2,4.5,12.3,219.6,
101,춘천,2015-01,-2.7,7.6,-14.7,18.2,1,5.2,175.2,11.8
101,춘천,2015-02,-.3,12,-15.7,27.3,1.3,6.6,165.4,.2
101,춘천,2015-03,5.5,22.3,-8.3,13.5,1.6,8.1,265,
101,춘천,2015-04,12.3,29.5,.8,106.7,1.6,5.6,204.2,
101,춘천,2015-05,19.1,32.2,4.6,34.7,1.7,6.8,285.8,
101,춘천,2015-06,23.4,34.3,12.3,46.8,1.6,6.9,252.1,
101,춘천,2015-07,25,35.6,15.9,233.6,1.6,6.8,162.9,
101,춘천,2015-08,25.6,35.9,15.8,46.8,1.5,7,215.4,
101,춘천,2015-09,20.4,29.8,10.7,4.8,1.3,5.4,232.4,
101,춘천,2015-10,13.7,26.4,-3.6,61,1.2,5.6,208.8,
101,춘천,2015-11,7.9,19.3,-5.7,142.1,1.3,5,90.1,.5
101,춘천,2015-12,0,9.6,-12.8,22.3,1.1,5.5,147.3,3
101,춘천,2016-01,-4.7,7.2,-20.1,.4,1.2,8,186.7,.5
101,춘천,2016-02,-1.2,10.1,-14.7,54.8,1.4,6.5,181.9,4.2
