"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-12-05 ~ 2025-12-04"
"실거래구분 : 토지(매매)"
"주소구분 : 지번주소"
"시도 : 경상남도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","지목","용도지역","도로조건","계약년월","계약일","계약면적","거래금액(만원)","지분구분","해제사유발생일","거래유형","중개사소재지"
"6320","경상남도 산청군 삼장면 덕교리","1**","전","계획관리지역","8m미만","202509","04","519.00","2,100","","-","직거래","-"
"6321","경상남도 창녕군 고암면 억만리","3*","답","농림지역","8m미만","202509","04","916.00","15,587","","-","직거래","-"
"6322","경상남도 남해군 남해읍 입현리","1***","전","계획관리지역","8m미만","202509","04","292.00","500","","-","직거래","-"
"6323","경상남도 남해군 고현면 대사리","*","전","보전관리지역","-","202509","04","1640.00","800","","-","직거래","-"
"6324","경상남도 창녕군 고암면 간상리","2**","전","계획관리지역","-","202509","04","3329.00","28,000","","20250908","직거래","-"
"6325","경상남도 창녕군 고암면 간상리","2**","전","계획관리지역","-","202509","04","3329.00","28,000","","-","직거래","-"
"6326","경상남도 산청군 신등면 장천리","1***","답","계획관리지역","-","202509","04","495.00","1,300","","-","직거래","-"
"6327","경상남도 남해군 남면 평산리","5**","전","계획관리지역","-","202509","04","195.00","300","","-","직거래","-"
"6328","경상남도 진주시 수곡면 대천리","7**","잡종지","생산관리지역","8m미만","202509","04","2647.00","11,000","","-","직거래","-"
"6329","경상남도 김해시 진례면 청천리","9**","전","제2종일반주거지역","8m미만","202509","04","247.00","10,000","","20250905","중개거래","경남 김해시"
"6330","경상남도 창원시 마산합포구 구산면 난포리","7*","잡종지","계획관리지역","8m미만","202509","04","632.00","13,683","","-","직거래","-"
"6331","경상남도 함안군 법수면 윤내리","4*","답","농림지역","8m미만","202509","04","1449.00","6,521","","-","직거래","-"
"6332","경상남도 거제시 연초면 한내리","8**","구거","일반공업지역","-","202509","04","38.00","1,879","","-","직거래","-"
"6333","경상남도 의령군 가례면 대천리","7*","답","계획관리지역","8m미만","202509","04","2110.00","7,311","","-","직거래","-"
"6334","경상남도 진주시 미천면 안간리","5**","대","계획관리지역","8m미만","202509","04","10.00","120","지분","-","중개거래","경남 진주시"
"6335","경상남도 의령군 가례면 대천리","*","답","농림지역","8m미만","202509","04","1924.00","3,382","","-","직거래","-"
"6336","경상남도 밀양시 산내면 삼양리","2***","도로","생산관리지역","8m미만","202509","04","132.00","832","","-","직거래","-"
"6337","경상남도 밀양시 부북면 퇴로리","산1*","임야","생산관리지역","-","202509","04","896.00","2,000","","-","직거래","-"
"6338","경상남도 통영시 광도면 안정리","1***","답","보전관리지역","8m미만","202509","04","213.00","1,600","","-","직거래","-"
"6339","경상남도 의령군 가례면 대천리","1*","답","농림지역","8m미만","202509","04","1775.00","3,120","","-","직거래","-"
"6340","경상남도 의령군 가례면 대천리","1**","답","계획관리지역","8m미만","202509","04","3283.00","2,206","","-","직거래","-"
"6341","경상남도 거제시 일운면 소동리","6**","답","자연녹지지역","12m미만","202509","04","136.00","24,600","","-","직거래","-"
"6342","경상남도 의령군 용덕면 정동리","7**","대","계획관리지역","8m미만","202509","04","172.00","500","","20251020","중개거래","경남 의령군"
"6343","경상남도 진주시 대곡면 가정리","6*","답","계획관리지역","8m미만","202509","04","82.64","875","지분","-","직거래","-"
"6344","경상남도 의령군 용덕면 정동리","7**","대","계획관리지역","8m미만","202509","04","268.00","1,000","","20251020","중개거래","경남 의령군"
"6345","경상남도 밀양시 하남읍 수산리","6**","묘지","제1종일반주거지역","-","202509","04","426.00","10,000","","-","중개거래","경남 밀양시"
"6346","경상남도 밀양시 삼랑진읍 우곡리","2**","도로","보전관리지역","12m미만","202509","04","65.02","1,280","지분","-","직거래","-"
"6347","경상남도 의령군 가례면 가례리","8**","답","농림지역","8m미만","202509","04","2332.00","4,895","","-","직거래","-"
"6348","경상남도 밀양시 하남읍 수산리","3**","답","생산녹지지역","8m미만","202509","04","3002.00","31,780","","-","중개거래","경남 밀양시"
"6349","경상남도 밀양시 하남읍 수산리","6**","전","제1종일반주거지역","12m미만","202509","04","1701.00","38,000","","-","중개거래","경남 밀양시"
"6350","경상남도 김해시 한림면 가동리","4*","답","농림지역","8m미만","202509","04","1788.90","10,500","","-","직거래","-"
"6351","경상남도 의령군 가례면 가례리","9**","답","농림지역","8m미만","202509","04","1534.00","2,511","","-","직거래","-"
"6352","경상남도 밀양시 단장면 미촌리","8**","답","계획관리지역","-","202509","04","2281.00","25,500","","-","직거래","-"
"6353","경상남도 함안군 군북면 하림리","7**","도로","계획관리지역","8m미만","202509","04","25.00","60","","-","직거래","-"
"6354","경상남도 진주시 사봉면 봉곡리","8**","답","농림지역","8m미만","202509","04","764.00","3,438","","-","직거래","-"
"6355","경상남도 함안군 군북면 하림리","7**","도로","계획관리지역","8m미만","202509","04","132.00","300","","-","직거래","-"
"6356","경상남도 의령군 가례면 대천리","1**","답","계획관리지역","-","202509","04","155.00","97","","-","직거래","-"
"6357","경상남도 의령군 가례면 대천리","1**","답","계획관리지역","-","202509","04","879.00","549","","-","직거래","-"
"6358","경상남도 진주시 사봉면 마성리","1***","답","보전관리지역","-","202509","04","1378.00","7,089","","-","중개거래","경남 진주시"
"6359","경상남도 밀양시 삼랑진읍 우곡리","산1*","임야","보전관리지역","12m미만","202509","04","443.00","8,420","","-","직거래","-"
"6360","경상남도 김해시 상동면 묵방리","3**","전","계획관리지역","12m미만","202509","04","50.00","760","","-","직거래","-"
"6361","경상남도 함안군 법수면 윤내리","1**","답","농림지역","8m미만","202509","04","4099.00","18,855","","-","직거래","-"
"6362","경상남도 의령군 가례면 가례리","9**","답","농림지역","-","202509","04","1406.00","2,231","","-","직거래","-"
"6363","경상남도 의령군 가례면 운암리","1**","전","농림지역","-","202509","04","556.00","933","","-","직거래","-"
"6364","경상남도 의령군 가례면 대천리","1**","전","계획관리지역","-","202509","04","942.00","956","","-","직거래","-"
"6365","경상남도 함안군 군북면 하림리","7**","전","계획관리지역","8m미만","202509","04","203.00","940","","-","직거래","-"
"6366","경상남도 밀양시 산외면 희곡리","산3**","임야","농림지역","-","202509","04","6744.00","2,870","","-","직거래","-"
"6367","경상남도 밀양시 산외면 희곡리","산3**","임야","농림지역","8m미만","202509","04","23798.00","10,130","","-","직거래","-"
"6368","경상남도 의령군 가례면 대천리","1**","전","계획관리지역","-","202509","04","274.00","119","","-","직거래","-"
"6369","경상남도 함안군 법수면 윤내리","4*","답","농림지역","8m미만","202509","04","4161.00","18,725","","-","직거래","-"
"6370","경상남도 의령군 가례면 운암리","9*","답","농림지역","8m미만","202509","04","2029.00","3,709","","-","직거래","-"
"6371","경상남도 진주시 대곡면 단목리","6**","답","생산관리지역","8m미만","202509","04","2453.40","9,640","","-","중개거래","경남 진주시"
"6372","경상남도 양산시 용당동","3**","공장용지","일반공업지역","25m미만","202509","04","2940.00","128,000","","-","중개거래","경남 양산시"
"6373","경상남도 의령군 가례면 대천리","7*","답","계획관리지역","8m미만","202509","04","145.00","501","","-","직거래","-"
"6374","경상남도 함안군 칠서면 무릉리","3**","대","계획관리지역","8m미만","202509","04","195.30","1,500","","-","직거래","-"
"6375","경상남도 밀양시 부북면 월산리","*","전","보전관리지역","-","202509","04","408.73","700","지분","-","직거래","-"
"6376","경상남도 김해시 진례면 청천리","9**","전","제2종일반주거지역","8m미만","202509","04","247.00","10,000","","-","중개거래","경남 김해시"
"6377","경상남도 함안군 칠서면 구포리","4**","답","농림지역","8m미만","202509","04","2291.00","8,706","","-","직거래","-"
"6378","경상남도 밀양시 부북면 월산리","*","전","계획관리지역","-","202509","04","649.21","1,300","지분","-","직거래","-"
"6379","경상남도 진주시 사봉면 봉곡리","8**","답","농림지역","8m미만","202509","04","1601.00","7,205","","-","직거래","-"
"6380","경상남도 밀양시 단장면 미촌리","8**","임야","계획관리지역","8m미만","202509","04","724.00","5,500","","-","직거래","-"
"6381","경상남도 밀양시 단장면 미촌리","8**","임야","계획관리지역","-","202509","04","2202.00","16,000","","-","직거래","-"
"6382","경상남도 진주시 진성면 동산리","9**","답","농림지역","8m미만","202509","03","1232.00","7,638","","-","직거래","-"
"6383","경상남도 김해시 한림면 병동리","6*","대","계획관리지역","8m미만","202509","03","403.00","5,679","","-","직거래","-"
"6384","경상남도 양산시 하북면 백록리","9**","전","제1종일반주거지역","12m미만","202509","03","533.00","15,000","","-","중개거래","경남 양산시"
"6385","경상남도 진주시 금곡면 죽곡리","4**","잡종지","농림지역","-","202509","03","2152.00","2,500","","-","직거래","-"
"6386","경상남도 진주시 금산면 중천리","9**","전","보전녹지지역","-","202509","03","1111.00","20,000","","-","직거래","-"
"6387","경상남도 진주시 금산면 중천리","9**","전","보전녹지지역","8m미만","202509","03","1412.00","24,000","","-","직거래","-"
"6388","경상남도 진주시 대곡면 가정리","3**","대","계획관리지역","8m미만","202509","03","393.00","3,000","","-","직거래","-"
"6389","경상남도 의령군 봉수면 서암리","산4*","임야","생산관리지역","12m미만","202509","03","8169.00","650","","-","직거래","-"
"6390","경상남도 함안군 산인면 신산리","5**","전","계획관리지역","-","202509","03","49.00","550","","-","직거래","-"
"6391","경상남도 거제시 사등면 성포리","2**","대","계획관리지역","8m미만","202509","03","121.00","2,500","","-","중개거래","경남 거제시"
"6392","경상남도 밀양시 상남면 연금리","1***","도로","계획관리지역","8m미만","202509","03","142.00","600","지분","-","직거래","-"
"6393","경상남도 통영시 용남면 삼화리","7**","대","제2종일반주거지역","12m미만","202509","03","79.00","2,260","","-","직거래","-"
"6394","경상남도 밀양시 무안면 동산리","3**","답","농림지역","8m미만","202509","03","3079.00","13,000","","-","중개거래","경북 경산시"
"6395","경상남도 밀양시 상남면 기산리","6**","답","농림지역","8m미만","202509","03","4301.00","30,574","","-","직거래","-"
"6396","경상남도 창원시 의창구 동읍 월잠리","9*","전","생산녹지지역","8m미만","202509","03","1260.00","25,300","","-","중개거래","경남 김해시, 경남 창원시 성산구, 경남 창원시 의창구"
"6397","경상남도 진주시 금곡면 두문리","5**","답","농림지역","8m미만","202509","03","3030.00","16,524","","-","직거래","-"
"6398","경상남도 함안군 칠원읍 운곡리","산2**","임야","보전관리지역","-","202509","03","7074.33","2,500","지분","-","직거래","-"
"6399","경상남도 의령군 유곡면 신촌리","산1**","임야","농림지역","-","202509","03","11548.50","1,452","지분","-","직거래","-"
"6400","경상남도 의령군 유곡면 신촌리","산1**","임야","농림지역","-","202509","03","7542.50","948","지분","-","직거래","-"
"6401","경상남도 통영시 산양읍 신전리","1**","잡종지","자연환경보전","8m미만","202509","03","260.00","4,800","","-","직거래","-"
"6402","경상남도 김해시 풍유동","4**","대","제2종일반주거지역","8m미만","202509","03","23.00","1,725","","-","직거래","-"
"6403","경상남도 김해시 풍유동","4**","대","제2종일반주거지역","8m미만","202509","03","17.00","1,275","","-","직거래","-"
"6404","경상남도 함안군 가야읍 도항리","1***","답","농림지역","8m미만","202509","03","1225.00","3,891","","-","직거래","-"
"6405","경상남도 창원시 마산합포구 진동면 진동리","9*","전","제2종일반주거지역","25m미만","202509","03","245.00","7,000","","-","직거래","-"
"6406","경상남도 김해시 한림면 병동리","5*","대","계획관리지역","-","202509","03","1715.00","24,214","","-","직거래","-"
"6407","경상남도 함안군 가야읍 산서리","7**","답","농림지역","8m미만","202509","03","1770.00","5,622","","-","직거래","-"
"6408","경상남도 창원시 마산합포구 자산동","1**","대","제3종일반주거지역","8m미만","202509","03","43.00","11,200","","-","중개거래","경남 창원시 마산합포구, 경남 창원시 성산구"
"6409","경상남도 거제시 일운면 와현리","6**","전","제1종일반주거지역","12m미만","202509","03","89.60","2,500","지분","-","직거래","-"
"6410","경상남도 사천시 축동면 사다리","6**","답","생산녹지지역","8m미만","202509","03","1507.00","9,120","","-","중개거래","경남 하동군"
"6411","경상남도 사천시 축동면 사다리","6**","답","생산녹지지역","8m미만","202509","03","1511.00","9,140","","-","중개거래","경남 하동군"
"6412","경상남도 사천시 축동면 탑리","8**","전","계획관리지역","-","202509","03","106.00","661","","-","직거래","-"
"6413","경상남도 김해시 생림면 생철리","4**","도로","계획관리지역","-","202509","03","32.00","1,000","","-","직거래","-"
"6414","경상남도 사천시 축동면 탑리","8**","전","계획관리지역","-","202509","03","661.00","4,840","","-","직거래","-"
"6415","경상남도 김해시 생림면 생철리","4**","대","계획관리지역","8m미만","202509","03","40.00","1,500","","-","직거래","-"
"6416","경상남도 사천시 축동면 탑리","8**","전","계획관리지역","-","202509","03","172.00","643","","-","직거래","-"
"6417","경상남도 사천시 축동면 탑리","8**","전","계획관리지역","-","202509","03","1630.00","11,446","","-","직거래","-"
"6418","경상남도 사천시 축동면 탑리","9**","전","계획관리지역","-","202509","03","1732.00","11,028","","-","직거래","-"
"6419","경상남도 사천시 축동면 탑리","9**","전","계획관리지역","-","202509","03","397.00","2,528","","-","직거래","-"
"6420","경상남도 진주시 내동면 삼계리","6**","전","자연녹지지역","8m미만","202509","03","56.00","180","","-","중개거래","경남 진주시"
"6421","경상남도 진주시 내동면 삼계리","6**","전","자연녹지지역","8m미만","202509","03","15.00","60","","-","중개거래","경남 진주시"
"6422","경상남도 진주시 내동면 삼계리","6**","대","자연녹지지역","8m미만","202509","03","15.00","160","","-","중개거래","경남 진주시"
"6423","경상남도 사천시 축동면 탑리","8**","전","계획관리지역","-","202509","03","955.00","5,980","","-","직거래","-"
"6424","경상남도 사천시 축동면 탑리","8**","전","계획관리지역","-","202509","03","63.00","396","","-","직거래","-"
"6425","경상남도 사천시 축동면 탑리","8**","전","계획관리지역","-","202509","03","251.00","1,598","","-","직거래","-"
"6426","경상남도 사천시 축동면 탑리","8**","전","계획관리지역","-","202509","03","585.00","3,679","","-","직거래","-"
"6427","경상남도 사천시 축동면 탑리","8**","전","계획관리지역","-","202509","03","605.00","3,805","","-","직거래","-"
"6428","경상남도 사천시 축동면 탑리","8**","전","계획관리지역","-","202509","03","3517.00","26,210","","-","직거래","-"
"6429","경상남도 사천시 축동면 탑리","9**","전","계획관리지역","-","202509","03","307.00","1,147","","-","직거래","-"
"6430","경상남도 양산시 하북면 삼수리","3**","대","자연녹지지역","8m미만","202509","03","508.19","14,500","지분","-","직거래","-"
"6431","경상남도 사천시 축동면 탑리","9**","전","계획관리지역","-","202509","03","84.00","535","","-","직거래","-"
"6432","경상남도 통영시 사량면 금평리","8**","전","자연환경보전","12m미만","202509","03","660.00","8,000","","-","직거래","-"
"6433","경상남도 김해시 진영읍 진영리","3**","전","계획관리지역","8m미만","202509","03","324.00","21,560","","-","직거래","-"
"6434","경상남도 김해시 한림면 병동리","산*","임야","생산관리지역","-","202509","03","53.00","107","","-","직거래","-"
"6435","경상남도 창녕군 유어면 진창리","6*","답","농림지역","8m미만","202509","03","840.00","4,036","","-","직거래","-"
"6436","경상남도 거창군 북상면 창선리","3**","답","보전관리지역","-","202509","03","966.40","2,320","","-","직거래","-"
"6437","경상남도 창녕군 남지읍 남지리","9**","대","일반상업지역","12m미만","202509","03","154.20","11,750","","-","중개거래","경남 창녕군"
"6438","경상남도 합천군 묘산면 거산리","1**","답","계획관리지역","8m미만","202509","03","2618.00","3,960","","-","직거래","-"
"6439","경상남도 하동군 옥종면 대곡리","4**","답","농림지역","8m미만","202509","03","2755.00","7,600","","-","직거래","-"
"6440","경상남도 거창군 마리면 하고리","3**","과수원","계획관리지역","-","202509","03","763.00","1,800","","-","직거래","-"
"6441","경상남도 거창군 마리면 하고리","3**","창고용지","계획관리지역","8m미만","202509","03","133.00","365","","-","직거래","-"
"6442","경상남도 거창군 마리면 하고리","3**","도로","계획관리지역","8m미만","202509","03","140.75","390","지분","-","직거래","-"
"6443","경상남도 거창군 웅양면 죽림리","3**","잡종지","계획관리지역","-","202509","03","468.00","4,300","","-","직거래","-"
"6444","경상남도 하동군 하동읍 흥룡리","7**","답","농림지역","-","202509","03","466.00","500","","-","직거래","-"
"6445","경상남도 거창군 가조면 사병리","1***","답","농림지역","8m미만","202509","03","2690.20","8,138","","-","직거래","-"
"6446","경상남도 창녕군 유어면 진창리","6*","답","농림지역","8m미만","202509","03","1543.00","7,500","","-","직거래","-"
"6447","경상남도 거창군 거창읍 학리","산1*","임야","보전관리지역","-","202509","03","5405.00","280","지분","-","직거래","-"
"6448","경상남도 합천군 봉산면 고삼리","산2*","임야","보전관리지역","-","202509","03","2756.00","500","지분","-","직거래","-"
"6449","경상남도 산청군 신등면 가술리","7**","답","농림지역","8m미만","202509","03","2000.00","6,837","","-","직거래","-"
"6450","경상남도 창녕군 남지읍 남지리","9**","대","일반상업지역","25m이상","202509","03","156.50","11,750","지분","-","중개거래","경남 창녕군"
"6451","경상남도 창녕군 남지읍 시남리","1**","답","농림지역","8m미만","202509","03","1271.00","3,833","","-","직거래","-"
"6452","경상남도 남해군 이동면 초음리","1***","전","계획관리지역","-","202509","03","182.00","1,000","","-","중개거래","경남 남해군"
"6453","경상남도 창녕군 남지읍 시남리","1**","답","농림지역","8m미만","202509","03","1150.00","3,467","","-","직거래","-"
"6454","경상남도 고성군 고성읍 교사리","8**","임야","계획관리지역","8m미만","202509","03","45.00","280","","-","직거래","-"
"6455","경상남도 고성군 고성읍 교사리","8**","임야","계획관리지역","8m미만","202509","03","54.00","320","","-","직거래","-"
"6456","경상남도 합천군 삼가면 하판리","산*","임야","농림지역","12m미만","202509","03","6177.00","700","","-","직거래","-"
"6457","경상남도 고성군 영오면 연당리","6**","답","농림지역","8m미만","202509","03","1463.80","3,101","","-","직거래","-"
"6458","경상남도 창원시 마산합포구 진북면 부평리","산3*","임야","계획관리지역","-","202509","03","2408.41","3,000","지분","-","중개거래","경남 창원시 마산합포구"
"6459","경상남도 고성군 마암면 석마리","3*","답","농림지역","12m미만","202509","03","473.00","1,144","","-","직거래","-"
"6460","경상남도 거창군 주상면 연교리","2**","전","보전관리지역","8m미만","202509","03","4955.00","5,000","","-","직거래","-"
"6461","경상남도 창녕군 창녕읍 술정리","5*","도로","일반상업지역","12m미만","202509","03","42.17","1,285","지분","-","직거래","-"
"6462","경상남도 창녕군 남지읍 남지리","9**","대","일반상업지역","25m이상","202509","03","99.59","7,500","지분","-","중개거래","경남 창녕군"
"6463","경상남도 거창군 가조면 사병리","1***","답","농림지역","8m미만","202509","03","3414.80","10,330","","-","직거래","-"
"6464","경상남도 창녕군 창녕읍 술정리","3*","도로","일반상업지역","12m미만","202509","03","129.56","3,949","지분","-","직거래","-"
"6465","경상남도 함양군 수동면 하교리","2**","전","계획관리지역","8m미만","202509","03","1453.00","3,500","","-","직거래","-"
"6466","경상남도 남해군 삼동면 봉화리","산3**","임야","농림지역","-","202509","03","12917.25","1,100","지분","-","직거래","-"
"6467","경상남도 고성군 상리면 망림리","1***","답","농림지역","8m미만","202509","03","1215.00","2,570","","-","직거래","-"
"6468","경상남도 하동군 하동읍 흥룡리","7**","답","계획관리지역","-","202509","03","1012.00","1,400","","-","직거래","-"
"6469","경상남도 하동군 하동읍 흥룡리","7**","답","농림지역","-","202509","03","820.00","900","","-","직거래","-"
"6470","경상남도 함양군 수동면 하교리","2**","전","계획관리지역","-","202509","03","1051.00","3,600","","-","직거래","-"
"6471","경상남도 합천군 가야면 구미리","4**","답","계획관리지역","-","202509","03","1107.00","500","","-","직거래","-"
"6472","경상남도 남해군 이동면 신전리","6*","답","생산관리지역","8m미만","202509","03","320.00","3,000","","-","직거래","-"
"6473","경상남도 남해군 남해읍 입현리","1***","수도용지","자연녹지지역","-","202509","03","50.00","100","","-","직거래","-"
"6474","경상남도 산청군 신등면 모례리","산1*","임야","계획관리지역","12m미만","202509","03","20609.00","25,000","","20251124","중개거래","경남 거제시, 부산 연제구"
"6475","경상남도 하동군 하동읍 흥룡리","7**","답","농림지역","-","202509","03","846.00","700","","-","직거래","-"
"6476","경상남도 창녕군 영산면 봉암리","6**","답","농림지역","8m미만","202509","03","644.15","3,000","지분","-","직거래","-"
"6477","경상남도 거창군 거창읍 대평리","1***","전","제1종일반주거지역","-","202509","03","36.00","606","","-","직거래","-"
"6478","경상남도 남해군 남해읍 입현리","1***","수도용지","자연녹지지역","-","202509","03","99.00","200","","-","직거래","-"
"6479","경상남도 고성군 영오면 영대리","1***","답","농림지역","12m미만","202509","03","1008.00","2,650","","-","직거래","-"
"6480","경상남도 창녕군 영산면 봉암리","6**","답","농림지역","8m미만","202509","03","655.00","3,000","지분","-","직거래","-"
"6481","경상남도 산청군 금서면 자혜리","5**","답","농림지역","8m미만","202509","03","720.00","1,500","","-","직거래","-"
"6482","경상남도 합천군 쌍백면 죽전리","3*","답","농림지역","8m미만","202509","03","1523.00","2,000","","-","직거래","-"
"6483","경상남도 남해군 이동면 무림리","7**","전","농림지역","8m미만","202509","03","1321.00","4,400","","-","직거래","-"
"6484","경상남도 하동군 하동읍 흥룡리","7**","답","농림지역","-","202509","03","1322.00","1,500","","-","직거래","-"
"6485","경상남도 거창군 마리면 고학리","1***","답","보전관리지역","-","202509","03","93.00","76","","-","직거래","-"
"6486","경상남도 거창군 마리면 고학리","1***","답","보전관리지역","-","202509","03","3689.00","1,674","","-","직거래","-"
"6487","경상남도 남해군 남해읍 입현리","1***","수도용지","자연녹지지역","-","202509","03","64.00","290","","-","직거래","-"
"6488","경상남도 하동군 하동읍 흥룡리","7**","임야","농림지역","-","202509","03","1015.00","200","","-","직거래","-"
"6489","경상남도 함양군 서상면 옥산리","4**","전","계획관리지역","8m미만","202509","03","673.00","2,030","","-","직거래","-"
"6490","경상남도 합천군 율곡면 제내리","2**","대","계획관리지역","-","202509","03","28.00","80","","-","직거래","-"
"6491","경상남도 창녕군 남지읍 남지리","9**","대","일반상업지역","25m이상","202509","03","181.80","13,750","","-","중개거래","경남 창녕군"
"6492","경상남도 거창군 고제면 봉산리","1***","전","계획관리지역","-","202509","02","105.67","180","지분","-","직거래","-"
"6493","경상남도 남해군 이동면 무림리","1***","답","계획관리지역","-","202509","02","229.00","1,076","","-","직거래","-"
"6494","경상남도 함양군 함양읍 이은리","9**","대","제2종일반주거지역","8m미만","202509","02","60.00","1,800","","-","직거래","-"
"6495","경상남도 합천군 삼가면 용흥리","9**","대","계획관리지역","8m미만","202509","02","298.00","1,000","","-","직거래","-"
"6496","경상남도 합천군 대양면 함지리","3**","전","계획관리지역","8m미만","202509","02","1321.00","2,400","","-","직거래","-"
"6497","경상남도 창녕군 영산면 월령리","1***","답","농림지역","8m미만","202509","02","741.00","2,577","지분","-","직거래","-"
"6498","경상남도 함양군 안의면 귀곡리","3**","대","계획관리지역","8m미만","202509","02","340.00","1,300","","-","중개거래","대구 달서구"
"6499","경상남도 합천군 용주면 우곡리","9*","답","계획관리지역","12m미만","202509","02","247.00","860","","-","직거래","-"
"6500","경상남도 합천군 용주면 우곡리","1**","답","계획관리지역","12m미만","202509","02","347.00","1,210","","-","직거래","-"
"6501","경상남도 창녕군 창녕읍 신촌리","2**","답","생산녹지지역","8m미만","202509","02","2545.00","10,000","","-","직거래","-"
"6502","경상남도 합천군 쌍책면 상포리","2**","답","농림지역","8m미만","202509","02","867.00","2,000","","-","직거래","-"
"6503","경상남도 합천군 적중면 죽고리","1***","답","보전관리지역","8m미만","202509","02","401.08","1,089","지분","-","직거래","-"
"6504","경상남도 합천군 적중면 죽고리","1***","답","보전관리지역","8m미만","202509","02","268.20","729","지분","-","직거래","-"
"6505","경상남도 창녕군 남지읍 남지리","6**","대","제2종일반주거지역","8m미만","202509","02","46.00","1,971","","-","직거래","-"
"6506","경상남도 합천군 가야면 성기리","2*","답","농림지역","12m미만","202509","02","1378.00","3,550","","-","직거래","-"
"6507","경상남도 합천군 묘산면 산제리","5**","답","생산관리지역","8m미만","202509","02","264.00","250","","-","직거래","-"
"6508","경상남도 거창군 웅양면 군암리","산1**","임야","농림지역","-","202509","02","3305.00","1,000","","-","직거래","-"
"6509","경상남도 거창군 고제면 봉산리","1***","전","계획관리지역","8m미만","202509","02","394.33","820","지분","-","직거래","-"
"6510","경상남도 산청군 단성면 호리","5**","도로","계획관리지역","-","202509","02","61.00","628","","-","직거래","-"
"6511","경상남도 거창군 마리면 영승리","9**","대","계획관리지역","8m미만","202509","02","287.20","6,780","","-","직거래","-"
"6512","경상남도 합천군 삼가면 동리","산1**","임야","보전관리지역","8m미만","202509","02","32826.00","3,300","","-","직거래","-"
"6513","경상남도 거창군 마리면 영승리","9**","대","계획관리지역","8m미만","202509","02","119.00","2,720","","-","직거래","-"
"6514","경상남도 합천군 덕곡면 율지리","2**","답","농림지역","8m미만","202509","02","3080.50","12,000","","-","직거래","-"
"6515","경상남도 고성군 회화면 봉동리","산2**","임야","계획관리지역","-","202509","02","39669.00","8,400","","-","직거래","-"
"6516","경상남도 남해군 이동면 무림리","1***","답","계획관리지역","8m미만","202509","02","53.00","249","","-","직거래","-"
"6517","경상남도 남해군 이동면 무림리","1***","답","계획관리지역","-","202509","02","159.00","747","","-","직거래","-"
"6518","경상남도 의령군 용덕면 신촌리","2**","답","농림지역","8m미만","202509","02","1520.00","9,200","","-","직거래","-"
"6519","경상남도 함안군 칠원읍 운곡리","4**","임야","보전관리지역","8m미만","202509","02","21.83","341","지분","-","직거래","-"
"6520","경상남도 함안군 칠원읍 운곡리","4**","임야","보전관리지역","8m미만","202509","02","57.40","897","지분","-","직거래","-"
"6521","경상남도 함안군 칠원읍 운곡리","4**","임야","보전관리지역","8m미만","202509","02","8.06","126","지분","-","직거래","-"
"6522","경상남도 함안군 칠원읍 운곡리","4**","임야","보전관리지역","8m미만","202509","02","259.00","4,046","","-","직거래","-"
"6523","경상남도 함안군 칠원읍 운곡리","4**","임야","보전관리지역","8m미만","202509","02","234.00","3,654","","-","직거래","-"
"6524","경상남도 함안군 칠원읍 운곡리","4**","임야","보전관리지역","8m미만","202509","02","252.00","3,936","","-","직거래","-"
"6525","경상남도 함안군 칠원읍 장암리","1***","전","보전관리지역","8m미만","202509","02","664.00","5,700","","-","직거래","-"
"6526","경상남도 밀양시 교동","4*","답","자연녹지지역","12m미만","202509","02","815.00","34,250","","-","중개거래","경남 밀양시"
"6527","경상남도 김해시 대동면 예안리","1***","답","제1종일반주거지역","8m미만","202509","02","728.00","71,000","","-","직거래","-"
"6528","경상남도 사천시 서포면 구랑리","9*","전","보전관리지역","-","202509","02","407.00","5,500","","-","직거래","-"
"6529","경상남도 밀양시 상남면 남산리","6**","전","계획관리지역","-","202509","02","423.00","230","","-","직거래","-"
"6530","경상남도 밀양시 상남면 남산리","3**","전","생산관리지역","8m미만","202509","02","922.00","6,000","","-","직거래","-"
"6531","경상남도 밀양시 상남면 남산리","6**","임야","계획관리지역","-","202509","02","559.00","1,270","","-","직거래","-"
"6532","경상남도 김해시 주촌면 덕암리","4**","답","일반공업지역","-","202509","02","32.00","2,400","","-","직거래","-"
"6533","경상남도 김해시 주촌면 덕암리","4**","답","일반공업지역","-","202509","02","4.00","240","","-","직거래","-"
"6534","경상남도 거제시 문동동","5**","대","계획관리지역","25m미만","202509","02","66.00","14,190","","-","직거래","-"
