Column1,Column2,Column3,Column4,Column5,Column6,Column7
2011,1,218,경상남도 창원시 성산구,55,"30,240","267,440"
2011,1,219,경상남도 창원시 마산합포구,780,"1,620","271,370"
2011,1,220,경상남도 창원시 마산회원구,182,"1,110","287,010"
2011,1,221,경상남도 창원시 진해구,196,"20,160","273,220"
2011,1,222,경상남도 진주시,2071,720,"142,860"
2011,1,223,경상남도 통영시,1131,300,"242,540"
2011,1,224,경상남도 사천시,1157,"1,430","160,680"
2011,1,225,경상남도 김해시,1892,470,"438,630"
2011,1,226,경상남도 밀양시,3015,380,"165,000"
2011,1,227,경상남도 거제시,1815,"2,700","440,250"
2011,1,228,경상남도 양산시,889,"5,370","303,030"
2011,1,229,경상남도 의령군,1313,520,"51,410"
2011,1,230,경상남도 함안군,2761,960,"213,330"
2011,1,231,경상남도 창녕군,2851,160,"82,350"
2011,1,232,경상남도 고성군,1980,860,"126,470"
2011,1,233,경상남도 남해군,1930,"1,150","148,260"
2011,1,234,경상남도 하동군,2138,280,"79,050"
2011,1,235,경상남도 산청군,1517,840,"65,870"
2011,1,236,경상남도 함양군,1354,90,"47,620"
2011,1,237,경상남도 거창군,1669,20,"42,150"
2011,1,238,경상남도 합천군,2088,380,"31,970"
2011,1,239,제주특별자치도 제주시,2995,"2,650","198,840"
2011,1,240,제주특별자치도 서귀포시,2193,"1,450","151,240"
2011,2,1,서울특별시 종로구,3,"410,960","840,000"
2011,2,2,서울특별시 중랑구,3,"643,560","1,280,000"
2011,2,3,서울특별시 성북구,-,-,-
2011,2,4,서울특별시 강북구,1,"63,250","63,250"
2011,2,5,서울특별시 도봉구,-,-,-
2011,2,6,서울특별시 노원구,2,"476,000","476,000"
2011,2,7,서울특별시 은평구,5,"68,120","714,290"
2011,2,8,서울특별시 마포구,-,-,-
2011,2,9,서울특별시 강서구,24,"71,430","1,134,140"
2011,2,10,서울특별시 구로구,4,"454,550","904,870"
2011,2,11,서울특별시 금천구,-,-,-
2011,2,12,서울특별시 서초구,42,"193,590","1,831,850"
2011,2,13,서울특별시 강남구,22,"152,280","1,363,640"
2011,2,14,서울특별시 송파구,4,"720,720","757,580"
2011,2,15,서울특별시 강동구,20,"257,380","1,496,260"
2011,2,16,부산광역시 서구,3,"24,280","83,040"
2011,2,17,부산광역시 동구,-,-,-
2011,2,18,부산광역시 영도구,2,"148,370","231,880"
2011,2,19,부산광역시 부산진구,2,"13,020","17,300"
2011,2,20,부산광역시 동래구,1,"170,080","170,080"
2011,2,21,부산광역시 남구,3,"363,010","474,680"
2011,2,22,부산광역시 북구,8,"34,810","355,470"
2011,2,23,부산광역시 해운대구,27,"89,330","461,000"
2011,2,24,부산광역시 사하구,3,"100,000","205,210"
2011,2,25,부산광역시 금정구,129,"6,530","451,920"
2011,2,26,부산광역시 강서구,634,"16,950","490,080"
2011,2,27,부산광역시 연제구,-,-,-
2011,2,28,부산광역시 수영구,-,-,-
2011,2,29,부산광역시 사상구,5,"75,810","116,620"
2011,2,30,부산광역시 기장군,618,"3,660","443,790"
2011,2,31,대구광역시 동구,198,"17,500","417,960"
2011,2,32,대구광역시 서구,6,"179,050","453,430"
2011,2,33,대구광역시 북구,110,"23,490","465,890"
2011,2,34,대구광역시 수성구,74,"25,510","369,300"
2011,2,35,대구광역시 달서구,13,"45,400","302,420"
2011,2,36,대구광역시 달성군,1007,"1,600","248,450"
2011,2,37,인천광역시 중구,75,"78,230","608,700"
2011,2,38,인천광역시 남구,2,"97,600","160,000"
2011,2,39,인천광역시 연수구,14,"157,890","687,500"
2011,2,40,인천광역시 남동구,65,"135,870","605,040"
2011,2,41,인천광역시 부평구,6,"230,430","810,810"
2011,2,42,인천광역시 계양구,101,"90,770","801,980"
2011,2,43,인천광역시 서구,93,"93,370","832,190"
2011,2,44,인천광역시 강화군,1750,"4,420","361,450"
2011,2,45,인천광역시 옹진군,362,"1,150","457,140"
2011,2,46,광주광역시 동구,40,"2,380","258,930"
2011,2,47,광주광역시 서구,133,"35,000","302,470"
2011,2,48,광주광역시 남구,180,"4,480","301,000"
2011,2,49,광주광역시 북구,263,"1,110","302,480"
2011,2,50,광주광역시 광산구,749,"7,400","307,690"
2011,2,51,대전광역시 동구,237,"3,150","388,000"
2011,2,52,대전광역시 중구,81,"6,950","325,850"
2011,2,53,대전광역시 서구,212,"12,460","467,090"
2011,2,54,대전광역시 유성구,357,"24,290","514,370"
2011,2,55,대전광역시 대덕구,95,"14,350","481,350"
2011,2,56,울산광역시 중구,34,"22,480","151,230"
2011,2,57,울산광역시 남구,21,"24,650","362,320"
2011,2,58,울산광역시 동구,36,"12,680","408,160"
2011,2,59,울산광역시 북구,242,"10,070","398,940"
2011,2,60,울산광역시 울주군,1799,"1,040","339,130"
2011,2,61,세종특별자치시 세종특별자치시,-,-,-
2011,2,62,경기도 수원시 장안구,38,"60,540","600,000"
2011,2,63,경기도 수원시 권선구,95,"35,390","816,620"
2011,2,64,경기도 수원시 팔달구,-,-,-
2011,2,65,경기도 수원시 영통구,2,"431,540","431,540"
2011,2,66,경기도 성남시 수정구,43,"155,880","2,860,220"
2011,2,67,경기도 성남시 중원구,4,"202,170","339,850"
2011,2,68,경기도 성남시 분당구,67,"34,330","2,441,260"
2011,2,69,경기도 의정부시,60,"9,200","802,920"
2011,2,70,경기도 안양시 만안구,6,"176,600","1,453,940"
2011,2,71,경기도 안양시 동안구,8,"55,990","1,334,400"
2011,2,72,경기도 부천시 원미구,5,"233,700","1,079,140"
2011,2,73,경기도 부천시 소사구,5,"292,000","1,059,320"
2011,2,74,경기도 부천시 오정구,34,"15,380","756,050"
2011,2,75,경기도 광명시,22,"241,290","757,000"
2011,2,76,경기도 평택시,1906,"12,570","675,680"
2011,2,77,경기도 동두천시,99,"9,110","470,000"
2011,2,78,경기도 안산시 상록구,151,"30,200","441,990"
2011,2,79,경기도 안산시 단원구,364,"16,640","453,820"
2011,2,80,경기도 고양시 덕양구,379,"8,960","869,570"
2011,2,81,경기도 고양시 일산동구,205,"45,730","873,660"
2011,2,82,경기도 고양시 일산서구,52,"136,010","667,000"
2011,2,83,경기도 과천시,37,"142,250","1,605,840"
2011,2,84,경기도 구리시,56,"106,600","1,181,820"
2011,2,85,경기도 남양주시,1454,"1,900","817,930"
2011,2,86,경기도 오산시,77,"83,330","1,271,670"
2011,2,87,경기도 시흥시,273,"9,060","633,800"
2011,2,88,경기도 군포시,27,"86,080","451,130"
2011,2,89,경기도 의왕시,69,"31,770","814,600"
2011,2,90,경기도 하남시,131,"10,540","847,160"
2011,2,91,경기도 용인시 처인구,1249,"3,720","768,050"
2011,2,92,경기도 용인시 기흥구,92,"29,770","784,040"
2011,2,93,경기도 용인시 수지구,32,"80,280","782,330"
2011,2,94,경기도 파주시,1919,"1,510","478,130"
2011,2,95,경기도 이천시,2216,"9,310","337,930"
2011,2,96,경기도 안성시,1855,"3,450","301,200"
2011,2,97,경기도 김포시,1295,"27,560","672,490"
2011,2,98,경기도 화성시,2196,"1,690","560,500"
2011,2,99,경기도 광주시,1281,"6,580","723,280"
2011,2,100,경기도 양주시,967,"5,980","760,420"
2011,2,101,경기도 포천시,1865,"4,530","363,260"
2011,2,102,경기도 여주시,-,-,-
2011,2,103,경기도 여주군,1942,"2,470","239,520"
2011,2,104,경기도 연천군,596,790,"170,650"
2011,2,105,경기도 가평군,1222,"5,920","335,200"
2011,2,106,경기도 양평군,2622,"1,090","383,700"
2011,2,107,강원도 춘천시,1587,"1,830","247,330"
2011,2,108,강원도 원주시,1642,"1,210","293,730"
2011,2,109,강원도 강릉시,1254,480,"117,710"
2011,2,110,강원도 동해시,114,"6,120","157,730"
2011,2,111,강원도 태백시,81,"2,340","33,330"
2011,2,112,강원도 속초시,79,"5,640","175,970"
2011,2,113,강원도 삼척시,534,280,"75,040"
2011,2,114,강원도 홍천군,2473,970,"146,480"
2011,2,115,강원도 횡성군,1881,"1,850","107,690"
2011,2,116,강원도 영월군,1535,470,"79,790"
2011,2,117,강원도 평창군,1676,"1,040","130,590"
2011,2,118,강원도 정선군,815,550,"49,600"
2011,2,119,강원도 철원군,899,170,"61,930"
2011,2,120,강원도 화천군,597,"1,700","90,730"
2011,2,121,강원도 양구군,728,"1,170","50,570"
2011,2,122,강원도 인제군,749,800,"103,010"
2011,2,123,강원도 고성군,507,"2,170","75,600"
2011,2,124,강원도 양양군,740,"1,450","104,170"
2011,2,125,충청북도 청주시 상당구,171,"6,370","480,770"
2011,2,126,충청북도 청주시 흥덕구,349,"4,460","473,350"
2011,2,127,충청북도 충주시,2173,700,"153,510"
2011,2,128,충청북도 제천시,1580,990,"99,670"
2011,2,129,충청북도 청원군,2719,"1,880","206,110"
2011,2,130,충청북도 보은군,1218,400,"43,480"
2011,2,131,충청북도 옥천군,1526,530,"76,440"
2011,2,132,충청북도 영동군,1774,420,"43,800"
2011,2,133,충청북도 증평군,192,"4,690","143,990"
2011,2,134,충청북도 진천군,1211,"3,500","131,760"
2011,2,135,충청북도 괴산군,2336,780,"70,380"
2011,2,136,충청북도 음성군,1920,"3,490","130,480"
2011,2,137,충청북도 단양군,1023,"1,030","46,490"
2011,2,138,충청남도 천안시 동남구,955,"7,700","319,630"
2011,2,139,충청남도 천안시 서북구,660,"16,570","312,500"
2011,2,140,충청남도 공주시,2084,380,"145,790"
2011,2,141,충청남도 보령시,1648,"2,140","74,290"
2011,2,142,충청남도 아산시,1737,160,"272,250"
2011,2,143,충청남도 서산시,2040,"1,190","128,400"
2011,2,144,충청남도 논산시,2407,570,"65,460"
2011,2,145,충청남도 계룡시,75,"10,440","242,650"
2011,2,146,충청남도 당진시,232,"9,660","177,140"
2011,2,147,충청남도 금산군,1566,"1,830","105,850"
2011,2,148,충청남도 연기군,994,"1,470","252,530"
2011,2,149,충청남도 부여군,1896,970,"36,700"
2011,2,150,충청남도 서천군,1324,"3,750","73,630"
2011,2,151,충청남도 청양군,1215,580,"40,770"
2011,2,152,충청남도 홍성군,1272,"2,540","87,950"
2011,2,153,충청남도 예산군,1898,"2,680","104,930"
2011,2,154,충청남도 태안군,1535,"1,840","142,780"
2011,2,155,충청남도 당진군,2013,"2,980","226,720"
2011,2,156,전라북도 전주시 완산구,358,"14,040","354,940"
2011,2,157,전라북도 전주시 덕진구,572,700,"354,610"
2011,2,158,전라북도 군산시,1277,"2,420","142,860"
2011,2,159,전라북도 익산시,2731,690,"49,170"
2011,2,160,전라북도 정읍시,2598,260,"22,500"
2011,2,161,전라북도 남원시,2062,480,"23,760"
2011,2,162,전라북도 김제시,2726,850,"40,700"
2011,2,163,전라북도 완주군,2339,"2,470","111,650"
2011,2,164,전라북도 진안군,1271,290,"27,470"
2011,2,165,전라북도 무주군,860,930,"52,830"
2011,2,166,전라북도 장수군,1097,440,"25,880"
2011,2,167,전라북도 임실군,1089,570,"24,950"
2011,2,168,전라북도 순창군,1246,240,"18,690"
2011,2,169,전라북도 고창군,2266,"1,290","19,320"
2011,2,170,전라북도 부안군,1884,"1,970","100,900"
2011,2,171,전라남도 목포시,73,"4,850","227,270"
2011,2,172,전라남도 여수시,1478,270,"169,490"
2011,2,173,전라남도 순천시,2362,260,"97,290"
2011,2,174,전라남도 나주시,2870,"2,170","49,770"
2011,2,175,전라남도 광양시,1310,870,"137,130"
2011,2,176,전라남도 담양군,1604,"1,040","47,440"
2011,2,177,전라남도 곡성군,1341,510,"24,390"
2011,2,178,전라남도 구례군,1027,580,"40,820"
2011,2,179,전라남도 고흥군,2791,160,"17,280"
2011,2,180,전라남도 보성군,1865,570,"18,600"
2011,2,181,전라남도 화순군,1993,470,"46,490"
2011,2,182,전라남도 장흥군,1624,400,"20,030"
2011,2,183,전라남도 강진군,1445,"1,100","17,260"
2011,2,184,전라남도 해남군,2974,680,"19,000"
2011,2,185,전라남도 영암군,2384,430,"19,280"
2011,2,186,전라남도 무안군,2147,480,"48,400"
2011,2,187,전라남도 함평군,1855,"1,270","25,290"
2011,2,188,전라남도 영광군,1691,690,"16,630"
2011,2,189,전라남도 장성군,1571,"1,520","63,550"
2011,2,190,전라남도 완도군,1396,310,"24,370"
2011,2,191,전라남도 진도군,1274,360,"11,900"
2011,2,192,전라남도 신안군,1779,420,"19,200"
2011,2,193,경상북도 포항시 남구,827,"1,000","197,530"
2011,2,194,경상북도 포항시 북구,1604,670,"200,420"
2011,2,195,경상북도 경주시,3303,320,"179,860"
2011,2,196,경상북도 김천시,2200,30,"87,300"
2011,2,197,경상북도 안동시,2334,190,"60,200"
2011,2,198,경상북도 구미시,1429,"1,850","173,950"
2011,2,199,경상북도 영주시,1850,500,"45,000"
2011,2,200,경상북도 영천시,4259,"1,070","92,210"
2011,2,201,경상북도 상주시,2513,"1,120","44,750"
2011,2,202,경상북도 문경시,1426,410,"52,110"
2011,2,203,경상북도 경산시,1215,"2,460","167,490"
2011,2,204,경상북도 군위군,1162,"1,060","51,980"
2011,2,205,경상북도 의성군,2763,330,"25,210"
2011,2,206,경상북도 청송군,1536,560,"33,330"
2011,2,207,경상북도 영양군,1100,200,"23,260"
2011,2,208,경상북도 영덕군,1250,130,"66,410"
2011,2,209,경상북도 청도군,2786,290,"104,840"
2011,2,210,경상북도 고령군,1161,480,"134,680"
2011,2,211,경상북도 성주군,2316,250,"72,830"
2011,2,212,경상북도 칠곡군,1115,"2,000","211,110"
2011,2,213,경상북도 예천군,1429,680,"45,450"
2011,2,214,경상북도 봉화군,1536,230,"27,500"
2011,2,215,경상북도 울진군,793,440,"33,510"
2011,2,216,경상북도 울릉군,119,880,"130,430"
2011,2,217,경상남도 창원시 의창구,1062,"2,660","294,120"
2011,2,218,경상남도 창원시 성산구,55,"30,240","267,440"
2011,2,219,경상남도 창원시 마산합포구,780,"1,620","271,370"
2011,2,220,경상남도 창원시 마산회원구,182,"1,110","287,010"
2011,2,221,경상남도 창원시 진해구,196,"20,160","273,220"
2011,2,222,경상남도 진주시,2071,720,"142,860"
2011,2,223,경상남도 통영시,1131,300,"242,540"
2011,2,224,경상남도 사천시,1157,"1,430","160,680"
2011,2,225,경상남도 김해시,1892,470,"438,630"
2011,2,226,경상남도 밀양시,3015,380,"165,000"
2011,2,227,경상남도 거제시,1815,"2,700","440,250"
2011,2,228,경상남도 양산시,889,"5,370","303,030"
2011,2,229,경상남도 의령군,1313,520,"51,410"
2011,2,230,경상남도 함안군,2761,960,"213,330"
2011,2,231,경상남도 창녕군,2851,160,"82,350"
2011,2,232,경상남도 고성군,1980,860,"126,470"
2011,2,233,경상남도 남해군,1930,"1,150","148,260"
2011,2,234,경상남도 하동군,2138,280,"79,050"
2011,2,235,경상남도 산청군,1517,840,"65,870"
2011,2,236,경상남도 함양군,1354,90,"47,620"
2011,2,237,경상남도 거창군,1669,20,"42,150"
2011,2,238,경상남도 합천군,2088,380,"31,970"
2011,2,239,제주특별자치도 제주시,2995,"2,650","198,840"
2011,2,240,제주특별자치도 서귀포시,2193,"1,450","151,240"
2011,3,1,서울특별시 종로구,3,"410,960","840,000"
2011,3,2,서울특별시 중랑구,3,"643,560","1,280,000"
2011,3,3,서울특별시 성북구,0,0,0
2011,3,4,서울특별시 강북구,1,"63,250","63,250"
2011,3,5,서울특별시 도봉구,0,0,0
2011,3,6,서울특별시 노원구,2,"476,000","476,000"
2011,3,7,서울특별시 은평구,5,"68,120","714,290"
2011,3,8,서울특별시 마포구,0,0,0
2011,3,9,서울특별시 강서구,24,"71,430","1,134,140"
2011,3,10,서울특별시 구로구,4,"454,550","904,870"
2011,3,11,서울특별시 금천구,0,0,0
2011,3,12,서울특별시 서초구,42,"193,590","1,831,850"
2011,3,13,서울특별시 강남구,22,"152,280","1,363,640"
2011,3,14,서울특별시 송파구,4,"720,720","757,580"
2011,3,15,서울특별시 강동구,20,"257,380","1,496,260"
2011,3,16,부산광역시 서구,3,"24,280","83,040"
2011,3,17,부산광역시 동구,0,0,0
2011,3,18,부산광역시 영도구,2,"148,370","231,880"
2011,3,19,부산광역시 부산진구,2,"13,020","17,300"
2011,3,20,부산광역시 동래구,1,"170,080","170,080"
2011,3,21,부산광역시 남구,3,"363,010","474,680"
2011,3,22,부산광역시 북구,8,"34,810","355,470"
2011,3,23,부산광역시 해운대구,27,"89,330","461,000"
2011,3,24,부산광역시 사하구,3,"100,000","205,210"
2011,3,25,부산광역시 금정구,129,"6,530","451,920"
2011,3,26,부산광역시 강서구,634,"16,950","490,080"
2011,3,27,부산광역시 연제구,0,0,0
2011,3,28,부산광역시 수영구,0,0,0
2011,3,29,부산광역시 사상구,5,"75,810","116,620"
2011,3,30,부산광역시 기장군,618,"3,660","443,790"
2011,3,31,대구광역시 동구,198,"17,500","417,960"
2011,3,32,대구광역시 서구,6,"179,050","453,430"
2011,3,33,대구광역시 북구,110,"23,490","465,890"
2011,3,34,대구광역시 수성구,74,"25,510","369,300"
2011,3,35,대구광역시 달서구,13,"45,400","302,420"
2011,3,36,대구광역시 달성군,1007,"1,600","248,450"
2011,3,37,인천광역시 중구,75,"78,230","608,700"
2011,3,38,인천광역시 남구,2,"97,600","160,000"
2011,3,39,인천광역시 연수구,14,"157,890","687,500"
2011,3,40,인천광역시 남동구,65,"135,870","605,040"
2011,3,41,인천광역시 부평구,6,"230,430","810,810"
2011,3,42,인천광역시 계양구,101,"90,770","801,980"
2011,3,43,인천광역시 서구,93,"93,370","832,190"
2011,3,44,인천광역시 강화군,1750,"4,420","361,450"
2011,3,45,인천광역시 옹진군,362,"1,150","457,140"
2011,3,46,광주광역시 동구,40,"2,380","258,930"
2011,3,47,광주광역시 서구,133,"35,000","302,470"
2011,3,48,광주광역시 남구,180,"4,480","301,000"
2011,3,49,광주광역시 북구,263,"1,110","302,480"
2011,3,50,광주광역시 광산구,749,"7,400","307,690"
2011,3,51,대전광역시 동구,237,"3,150","388,000"
2011,3,52,대전광역시 중구,81,"6,950","325,850"
2011,3,53,대전광역시 서구,212,"12,460","467,090"
2011,3,54,대전광역시 유성구,357,"24,290","514,370"
2011,3,55,대전광역시 대덕구,95,"14,350","481,350"
2011,3,56,울산광역시 중구,34,"22,480","151,230"
2011,3,57,울산광역시 남구,21,"24,650","362,320"
2011,3,58,울산광역시 동구,36,"12,680","408,160"
2011,3,59,울산광역시 북구,242,"10,070","398,940"
2011,3,60,울산광역시 울주군,1799,"1,040","339,130"
2011,3,61,세종특별자치시 세종특별자치시,0,0,0
2011,3,62,경기도 수원시 장안구,38,"60,540","600,000"
2011,3,63,경기도 수원시 권선구,95,"35,390","816,620"
2011,3,64,경기도 수원시 팔달구,0,0,0
2011,3,65,경기도 수원시 영통구,2,"431,540","431,540"
2011,3,66,경기도 성남시 수정구,43,"155,880","2,860,220"
2011,3,67,경기도 성남시 중원구,4,"202,170","339,850"
2011,3,68,경기도 성남시 분당구,67,"34,330","2,441,260"
2011,3,69,경기도 의정부시,60,"9,200","802,920"
2011,3,70,경기도 안양시 만안구,6,"176,600","1,453,940"
2011,3,71,경기도 안양시 동안구,8,"55,990","1,334,400"
2011,3,72,경기도 부천시 원미구,5,"233,700","1,079,140"
2011,3,73,경기도 부천시 소사구,5,"292,000","1,059,320"
2011,3,74,경기도 부천시 오정구,34,"15,380","756,050"
2011,3,75,경기도 광명시,22,"241,290","757,000"
2011,3,76,경기도 평택시,1906,"12,570","675,680"
2011,3,77,경기도 동두천시,99,"9,110","470,000"
2011,3,78,경기도 안산시 상록구,151,"30,200","441,990"
2011,3,79,경기도 안산시 단원구,364,"16,640","453,820"
2011,3,80,경기도 고양시 덕양구,379,"8,960","869,570"
2011,3,81,경기도 고양시 일산동구,205,"45,730","873,660"
2011,3,82,경기도 고양시 일산서구,52,"136,010","667,000"
2011,3,83,경기도 과천시,37,"142,250","1,605,840"
2011,3,84,경기도 구리시,56,"106,600","1,181,820"
2011,3,85,경기도 남양주시,1454,"1,900","817,930"
2011,3,86,경기도 오산시,77,"83,330","1,271,670"
2011,3,87,경기도 시흥시,273,"9,060","633,800"
2011,3,88,경기도 군포시,27,"86,080","451,130"
2011,3,89,경기도 의왕시,69,"31,770","814,600"
2011,3,90,경기도 하남시,131,"10,540","847,160"
2011,3,91,경기도 용인시 처인구,1249,"3,720","768,050"
2011,3,92,경기도 용인시 기흥구,92,"29,770","784,040"
2011,3,93,경기도 용인시 수지구,32,"80,280","782,330"
2011,3,94,경기도 파주시,1919,"1,510","478,130"
2011,3,95,경기도 이천시,2216,"9,310","337,930"
2011,3,96,경기도 안성시,1855,"3,450","301,200"
2011,3,97,경기도 김포시,1295,"27,560","672,490"
2011,3,98,경기도 화성시,2196,"1,690","560,500"
2011,3,99,경기도 광주시,1281,"6,580","723,280"
2011,3,100,경기도 양주시,967,"5,980","760,420"
2011,3,101,경기도 포천시,1865,"4,530","363,260"
2011,3,102,경기도 여주시,0,0,0
2011,3,103,경기도 여주군,1942,"2,470","239,520"
2011,3,104,경기도 연천군,596,790,"170,650"
2011,3,105,경기도 가평군,1222,"5,920","335,200"
2011,3,106,경기도 양평군,2622,"1,090","383,700"
2011,3,107,강원도 춘천시,1587,"1,830","247,330"
2011,3,108,강원도 원주시,1642,"1,210","293,730"
2011,3,109,강원도 강릉시,1254,480,"117,710"
2011,3,110,강원도 동해시,114,"6,120","157,730"
2011,3,111,강원도 태백시,81,"2,340","33,330"
2011,3,112,강원도 속초시,79,"5,640","175,970"
2011,3,113,강원도 삼척시,534,280,"75,040"
2011,3,114,강원도 홍천군,2473,970,"146,480"
2011,3,115,강원도 횡성군,1881,"1,850","107,690"
2011,3,116,강원도 영월군,1535,470,"79,790"
2011,3,117,강원도 평창군,1676,"1,040","130,590"
2011,3,118,강원도 정선군,815,550,"49,600"
2011,3,119,강원도 철원군,899,170,"61,930"
2011,3,120,강원도 화천군,597,"1,700","90,730"
2011,3,121,강원도 양구군,728,"1,170","50,570"
2011,3,122,강원도 인제군,749,800,"103,010"
2011,3,123,강원도 고성군,507,"2,170","75,600"
2011,3,124,강원도 양양군,740,"1,450","104,170"
2011,3,125,충청북도 청주시 상당구,171,"6,370","480,770"
2011,3,126,충청북도 청주시 서원구,0,0,0
2011,3,127,충청북도 청주시 흥덕구,349,"4,460","473,350"
2011,3,128,충청북도 청주시 청원구,0,0,0
2011,3,129,충청북도 충주시,2173,700,"153,510"
2011,3,130,충청북도 제천시,1580,990,"99,670"
2011,3,131,충청북도 청원군,2719,"1,880","206,110"
2011,3,132,충청북도 보은군,1218,400,"43,480"
2011,3,133,충청북도 옥천군,1526,530,"76,440"
2011,3,134,충청북도 영동군,1774,420,"43,800"
2011,3,135,충청북도 증평군,192,"4,690","143,990"
2011,3,136,충청북도 진천군,1211,"3,500","131,760"
2011,3,137,충청북도 괴산군,2336,780,"70,380"
2011,3,138,충청북도 음성군,1920,"3,490","130,480"
2011,3,139,충청북도 단양군,1023,"1,030","46,490"
2011,3,140,충청남도 천안시 동남구,955,"7,700","319,630"
2011,3,141,충청남도 천안시 서북구,660,"16,570","312,500"
2011,3,142,충청남도 공주시,2084,380,"145,790"
2011,3,143,충청남도 보령시,1648,"2,140","74,290"
2011,3,144,충청남도 아산시,1737,160,"272,250"
2011,3,145,충청남도 서산시,2040,"1,190","128,400"
2011,3,146,충청남도 논산시,2407,570,"65,460"
2011,3,147,충청남도 계룡시,75,"10,440","242,650"
2011,3,148,충청남도 당진시,232,"9,660","177,140"
2011,3,149,충청남도 금산군,1566,"1,830","105,850"
2011,3,150,충청남도 연기군,994,"1,470","252,530"
2011,3,151,충청남도 부여군,1896,970,"36,700"
2011,3,152,충청남도 서천군,1324,"3,750","73,630"
2011,3,153,충청남도 청양군,1215,580,"40,770"
2011,3,154,충청남도 홍성군,1272,"2,540","87,950"
2011,3,155,충청남도 예산군,1898,"2,680","104,930"
2011,3,156,충청남도 태안군,1535,"1,840","142,780"
2011,3,157,충청남도 당진군,2013,"2,980","226,720"
2011,3,158,전라북도 전주시 완산구,358,"14,040","354,940"
2011,3,159,전라북도 전주시 덕진구,572,700,"354,610"
2011,3,160,전라북도 군산시,1277,"2,420","142,860"
2011,3,161,전라북도 익산시,2731,690,"49,170"
2011,3,162,전라북도 정읍시,2598,260,"22,500"
2011,3,163,전라북도 남원시,2062,480,"23,760"
2011,3,164,전라북도 김제시,2726,850,"40,700"
2011,3,165,전라북도 완주군,2339,"2,470","111,650"
2011,3,166,전라북도 진안군,1271,290,"27,470"
2011,3,167,전라북도 무주군,860,930,"52,830"
2011,3,168,전라북도 장수군,1097,440,"25,880"
2011,3,169,전라북도 임실군,1089,570,"24,950"
2011,3,170,전라북도 순창군,1246,240,"18,690"
2011,3,171,전라북도 고창군,2266,"1,290","19,320"
2011,3,172,전라북도 부안군,1884,"1,970","100,900"
2011,3,173,전라남도 목포시,73,"4,850","227,270"
2011,3,174,전라남도 여수시,1478,270,"169,490"
2011,3,175,전라남도 순천시,2362,260,"97,290"
2011,3,176,전라남도 나주시,2870,"2,170","49,770"
2011,3,177,전라남도 광양시,1310,870,"137,130"
2011,3,178,전라남도 담양군,1604,"1,040","47,440"
2011,3,179,전라남도 곡성군,1341,510,"24,390"
2011,3,180,전라남도 구례군,1027,580,"40,820"
2011,3,181,전라남도 고흥군,2791,160,"17,280"
2011,3,182,전라남도 보성군,1865,570,"18,600"
2011,3,183,전라남도 화순군,1993,470,"46,490"
2011,3,184,전라남도 장흥군,1624,400,"20,030"
2011,3,185,전라남도 강진군,1445,"1,100","17,260"
2011,3,186,전라남도 해남군,2974,680,"19,000"
2011,3,187,전라남도 영암군,2384,430,"19,280"
2011,3,188,전라남도 무안군,2147,480,"48,400"
2011,3,189,전라남도 함평군,1855,"1,270","25,290"
2011,3,190,전라남도 영광군,1691,690,"16,630"
2011,3,191,전라남도 장성군,1571,"1,520","63,550"
2011,3,192,전라남도 완도군,1396,310,"24,370"
2011,3,193,전라남도 진도군,1274,360,"11,900"
2011,3,194,전라남도 신안군,1779,420,"19,200"
2011,3,195,경상북도 포항시 남구,827,"1,000","197,530"
2011,3,196,경상북도 포항시 북구,1604,670,"200,420"
2011,3,197,경상북도 경주시,3303,320,"179,860"
2011,3,198,경상북도 김천시,2200,30,"87,300"
2011,3,199,경상북도 안동시,2334,190,"60,200"
2011,3,200,경상북도 구미시,1429,"1,850","173,950"
2011,3,201,경상북도 영주시,1850,500,"45,000"
2011,3,202,경상북도 영천시,4259,"1,070","92,210"
2011,3,203,경상북도 상주시,2513,"1,120","44,750"
2011,3,204,경상북도 문경시,1426,410,"52,110"
2011,3,205,경상북도 경산시,1215,"2,460","167,490"
2011,3,206,경상북도 군위군,1162,"1,060","51,980"
2011,3,207,경상북도 의성군,2763,330,"25,210"
2011,3,208,경상북도 청송군,1536,560,"33,330"
2011,3,209,경상북도 영양군,1100,200,"23,260"
2011,3,210,경상북도 영덕군,1250,130,"66,410"
2011,3,211,경상북도 청도군,2786,290,"104,840"
2011,3,212,경상북도 고령군,1161,480,"134,680"
2011,3,213,경상북도 성주군,2316,250,"72,830"
2011,3,214,경상북도 칠곡군,1115,"2,000","211,110"
2011,3,215,경상북도 예천군,1429,680,"45,450"
2011,3,216,경상북도 봉화군,1536,230,"27,500"
2011,3,217,경상북도 울진군,793,440,"33,510"
2011,3,218,경상북도 울릉군,119,880,"130,430"
2011,3,219,경상남도 창원시 의창구,1062,"2,660","294,120"
2011,3,220,경상남도 창원시 성산구,55,"30,240","267,440"
2011,3,221,경상남도 창원시 마산합포구,780,"1,620","271,370"
2011,3,222,경상남도 창원시 마산회원구,182,"1,110","287,010"
2011,3,223,경상남도 창원시 진해구,196,"20,160","273,220"
2011,3,224,경상남도 진주시,2071,720,"142,860"
2011,3,225,경상남도 통영시,1131,300,"242,540"
2011,3,226,경상남도 사천시,1157,"1,430","160,680"
2011,3,227,경상남도 김해시,1892,470,"438,630"
2011,3,228,경상남도 밀양시,3015,380,"165,000"
