Column1,Column2,Column3,Column4,Column5,Column6,Column7
2010,1,104,경기도 연천군,853,750,"152,440"
2010,1,105,경기도 가평군,1353,"2,690","310,470"
2010,1,106,경기도 양평군,2709,630,"385,750"
2010,1,107,강원도 춘천시,1682,"1,360","289,580"
2010,1,108,강원도 원주시,1356,910,"236,010"
2010,1,109,강원도 강릉시,1202,940,"109,980"
2010,1,110,강원도 동해시,103,"4,000","110,210"
2010,1,111,강원도 태백시,47,"1,900","40,770"
2010,1,112,강원도 속초시,89,690,"182,410"
2010,1,113,강원도 삼척시,671,230,"69,930"
2010,1,114,강원도 홍천군,2490,20,"166,810"
2010,1,115,강원도 횡성군,2059,"1,900","105,630"
2010,1,116,강원도 영월군,1534,860,"66,130"
2010,1,117,강원도 평창군,1788,300,"120,040"
2010,1,118,강원도 정선군,910,330,"45,770"
2010,1,119,강원도 철원군,884,330,"58,580"
2010,1,120,강원도 화천군,719,"1,040","82,860"
2010,1,121,강원도 양구군,692,"1,530","49,810"
2010,1,122,강원도 인제군,925,930,"99,190"
2010,1,123,강원도 고성군,659,490,"80,250"
2010,1,124,강원도 양양군,689,170,"82,720"
2010,1,125,충청북도 청주시 상당구,213,"13,120","483,030"
2010,1,126,충청북도 청주시 흥덕구,255,"10,300","444,440"
2010,1,127,충청북도 충주시,2292,"1,020","118,430"
2010,1,128,충청북도 제천시,1423,"1,030","98,960"
2010,1,129,충청북도 청원군,2690,560,"209,700"
2010,1,130,충청북도 보은군,1090,790,"45,880"
2010,1,131,충청북도 옥천군,1530,940,"72,360"
2010,1,132,충청북도 영동군,1714,210,"42,350"
2010,1,133,충청북도 증평군,271,"1,340","91,250"
2010,1,134,충청북도 진천군,1191,"4,490","155,740"
2010,1,135,충청북도 괴산군,2182,"1,150","63,050"
2010,1,136,충청북도 음성군,2099,"1,310","124,530"
2010,1,137,충청북도 단양군,1159,240,"49,300"
2010,1,138,충청남도 천안시 동남구,1263,"3,130","305,420"
2010,1,139,충청남도 천안시 서북구,838,"7,520","305,340"
2010,1,140,충청남도 공주시,2208,"1,650","147,280"
2010,1,141,충청남도 보령시,1603,"1,660","75,130"
2010,1,142,충청남도 아산시,1967,"4,580","264,950"
2010,1,143,충청남도 서산시,2053,"4,410","136,180"
2010,1,144,충청남도 논산시,2521,30,"71,090"
2010,1,145,충청남도 계룡시,59,"4,260","166,670"
2010,1,146,충청남도 당진시,-,-,-
2010,1,147,충청남도 금산군,1769,"2,300","105,930"
2010,1,148,충청남도 연기군,865,"3,020","183,490"
2010,1,149,충청남도 부여군,2155,790,"35,190"
2010,1,150,충청남도 서천군,1253,"1,910","73,000"
2010,1,151,충청남도 청양군,1143,980,"37,780"
2010,1,152,충청남도 홍성군,1393,"3,020","78,490"
2010,1,153,충청남도 예산군,1838,"2,820","100,000"
2010,1,154,충청남도 태안군,1625,"4,540","128,210"
2010,1,155,충청남도 당진군,2384,"3,020","306,670"
2010,1,156,전라북도 전주시 완산구,247,"5,040","298,140"
2010,1,157,전라북도 전주시 덕진구,486,"7,170","286,750"
2010,1,158,전라북도 군산시,1151,"3,670","142,290"
2010,1,159,전라북도 익산시,2733,100,"52,750"
2010,1,160,전라북도 정읍시,2767,240,"21,370"
2010,1,161,전라북도 남원시,2224,450,"23,780"
2010,1,162,전라북도 김제시,2802,"1,950","34,360"
2010,1,163,전라북도 완주군,2067,130,"102,830"
2010,1,164,전라북도 진안군,1128,770,"24,830"
2010,1,165,전라북도 무주군,904,350,"49,910"
2010,1,166,전라북도 장수군,1104,240,"22,370"
2010,1,167,전라북도 임실군,1178,220,"27,610"
2010,1,168,전라북도 순창군,1211,470,"18,080"
2010,1,169,전라북도 고창군,2363,240,"16,510"
2010,1,170,전라북도 부안군,1969,770,"115,030"
2010,1,171,전라남도 목포시,78,"5,210","150,410"
2010,1,172,전라남도 여수시,1296,280,"146,740"
2010,1,173,전라남도 순천시,2243,360,"75,480"
2010,1,174,전라남도 나주시,3029,410,"45,460"
2010,1,175,전라남도 광양시,1136,260,"139,030"
2010,1,176,전라남도 담양군,1501,470,"43,290"
2010,1,177,전라남도 곡성군,1346,590,"26,870"
2010,1,178,전라남도 구례군,1151,690,"30,220"
2010,1,179,전라남도 고흥군,2588,390,"17,740"
2010,1,180,전라남도 보성군,1989,220,"18,000"
2010,1,181,전라남도 화순군,1807,610,"44,110"
2010,1,182,전라남도 장흥군,1950,340,"17,890"
2010,1,183,전라남도 강진군,1481,590,"15,320"
2010,1,184,전라남도 해남군,2635,530,"16,940"
2010,1,185,전라남도 영암군,2422,630,"18,370"
2010,1,186,전라남도 무안군,1642,"1,170","45,450"
2010,1,187,전라남도 함평군,1870,600,"23,470"
2010,1,188,전라남도 영광군,1628,790,"15,910"
2010,1,189,전라남도 장성군,1606,700,"60,560"
2010,1,190,전라남도 완도군,1327,400,"17,190"
2010,1,191,전라남도 진도군,1277,510,"12,240"
2010,1,192,전라남도 신안군,1771,700,"27,400"
2010,1,193,경상북도 포항시 남구,636,"1,100","170,000"
2010,1,194,경상북도 포항시 북구,1933,520,"172,290"
2010,1,195,경상북도 경주시,3411,"1,380","178,570"
2010,1,196,경상북도 김천시,2102,180,"81,950"
2010,1,197,경상북도 안동시,2347,220,"47,280"
2010,1,198,경상북도 구미시,1416,"1,720","121,020"
2010,1,199,경상북도 영주시,1807,520,"37,270"
2010,1,200,경상북도 영천시,3948,"1,310","90,320"
2010,1,201,경상북도 상주시,2855,460,"37,250"
2010,1,202,경상북도 문경시,1402,790,"47,210"
2010,1,203,경상북도 경산시,1350,"3,770","181,450"
2010,1,204,경상북도 군위군,1452,700,"54,380"
2010,1,205,경상북도 의성군,3345,190,"25,240"
2010,1,206,경상북도 청송군,1441,310,"30,610"
2010,1,207,경상북도 영양군,864,250,"20,580"
2010,1,208,경상북도 영덕군,1104,600,"66,440"
2010,1,209,경상북도 청도군,2729,370,"99,700"
2010,1,210,경상북도 고령군,1147,"2,680","122,410"
2010,1,211,경상북도 성주군,2110,690,"55,920"
2010,1,212,경상북도 칠곡군,1060,"3,030","172,270"
2010,1,213,경상북도 예천군,1453,580,"40,490"
2010,1,214,경상북도 봉화군,1638,180,"26,740"
2010,1,215,경상북도 울진군,797,380,"35,930"
2010,1,216,경상북도 울릉군,155,370,"96,890"
2010,1,217,경상남도 창원시 의창구,847,"9,270","279,720"
2010,1,218,경상남도 창원시 성산구,25,"25,950","210,080"
2010,1,219,경상남도 창원시 마산합포구,705,"1,990","250,870"
2010,1,220,경상남도 창원시 마산회원구,163,"3,030","272,870"
2010,1,221,경상남도 창원시 진해구,127,"18,970","242,060"
2010,1,222,경상남도 진주시,1770,580,"151,200"
2010,1,223,경상남도 통영시,1226,570,"208,660"
2010,1,224,경상남도 사천시,1322,870,"190,570"
2010,1,225,경상남도 김해시,1984,"4,560","417,050"
2010,1,226,경상남도 밀양시,3260,810,"135,940"
2010,1,227,경상남도 거제시,1882,400,"409,380"
2010,1,228,경상남도 양산시,703,"4,300","302,500"
2010,1,229,경상남도 의령군,1369,330,"46,080"
2010,1,230,경상남도 함안군,2458,250,"153,510"
2010,1,231,경상남도 창녕군,3131,140,"80,920"
2010,1,232,경상남도 고성군,2064,470,"115,300"
2010,1,233,경상남도 남해군,1908,"1,270","142,160"
2010,1,234,경상남도 하동군,1838,430,"75,760"
2010,1,235,경상남도 산청군,1568,500,"62,120"
2010,1,236,경상남도 함양군,1525,700,"45,600"
2010,1,237,경상남도 거창군,1594,190,"33,610"
2010,1,238,경상남도 합천군,2124,260,"28,320"
2010,1,239,제주특별자치도 제주시,2206,"1,630","190,540"
2010,1,240,제주특별자치도 서귀포시,1984,"2,000","147,240"
2010,2,1,서울특별시 종로구,7,"192,530","939,600"
2010,2,2,서울특별시 중랑구,15,"907,550","1,508,600"
2010,2,3,서울특별시 성북구,2,"264,710","273,110"
2010,2,4,서울특별시 강북구,-,-,-
2010,2,5,서울특별시 도봉구,5,"326,090","900,000"
2010,2,6,서울특별시 노원구,4,"173,610","465,000"
2010,2,7,서울특별시 은평구,11,"151,350","745,450"
2010,2,8,서울특별시 마포구,-,-,-
2010,2,9,서울특별시 강서구,14,"121,010","467,350"
2010,2,10,서울특별시 구로구,2,"604,890","906,830"
2010,2,11,서울특별시 금천구,1,"338,120","338,120"
2010,2,12,서울특별시 서초구,37,"33,620","1,411,410"
2010,2,13,서울특별시 강남구,14,"135,140","1,376,700"
2010,2,14,서울특별시 송파구,4,"567,160","1,692,310"
2010,2,15,서울특별시 강동구,31,"202,230","1,036,590"
2010,2,16,부산광역시 서구,2,"41,980","75,190"
2010,2,17,부산광역시 동구,-,-,-
2010,2,18,부산광역시 영도구,2,"52,950","211,590"
2010,2,19,부산광역시 부산진구,1,"271,960","271,960"
2010,2,20,부산광역시 동래구,2,"56,740","205,870"
2010,2,21,부산광역시 남구,3,"78,950","242,560"
2010,2,22,부산광역시 북구,9,"39,280","320,000"
2010,2,23,부산광역시 해운대구,8,"30,170","422,990"
2010,2,24,부산광역시 사하구,4,"49,040","350,000"
2010,2,25,부산광역시 금정구,64,"28,900","255,880"
2010,2,26,부산광역시 강서구,467,"9,660","423,510"
2010,2,27,부산광역시 연제구,-,-,-
2010,2,28,부산광역시 수영구,-,-,-
2010,2,29,부산광역시 사상구,6,"26,200","266,900"
2010,2,30,부산광역시 기장군,560,"11,330","422,730"
2010,2,31,대구광역시 동구,216,"2,070","412,590"
2010,2,32,대구광역시 서구,7,"81,970","326,440"
2010,2,33,대구광역시 북구,84,"20,440","452,830"
2010,2,34,대구광역시 수성구,121,"16,260","468,630"
2010,2,35,대구광역시 달서구,14,"44,470","344,830"
2010,2,36,대구광역시 달성군,814,"4,520","243,500"
2010,2,37,인천광역시 중구,157,"34,130","769,230"
2010,2,38,인천광역시 남구,3,"277,080","565,000"
2010,2,39,인천광역시 연수구,3,"728,350","983,070"
2010,2,40,인천광역시 남동구,68,"76,170","756,260"
2010,2,41,인천광역시 부평구,5,"873,730","897,580"
2010,2,42,인천광역시 계양구,145,"86,670","968,000"
2010,2,43,인천광역시 서구,66,"22,660","905,000"
2010,2,44,인천광역시 강화군,2439,"4,930","316,720"
2010,2,45,인천광역시 옹진군,792,790,"357,140"
2010,2,46,광주광역시 동구,22,"12,570","242,110"
2010,2,47,광주광역시 서구,106,"24,950","272,400"
2010,2,48,광주광역시 남구,187,"10,000","272,500"
2010,2,49,광주광역시 북구,221,"5,090","264,530"
2010,2,50,광주광역시 광산구,725,100,"266,340"
2010,2,51,대전광역시 동구,216,"7,550","452,610"
2010,2,52,대전광역시 중구,77,"7,900","204,100"
2010,2,53,대전광역시 서구,179,"10,410","465,990"
2010,2,54,대전광역시 유성구,293,"13,760","454,070"
2010,2,55,대전광역시 대덕구,80,"11,720","470,090"
2010,2,56,울산광역시 중구,36,"30,090","282,050"
2010,2,57,울산광역시 남구,37,"21,570","363,000"
2010,2,58,울산광역시 동구,36,"16,560","250,190"
2010,2,59,울산광역시 북구,314,"3,520","386,970"
2010,2,60,울산광역시 울주군,1935,"4,230","315,520"
2010,2,61,세종특별자치시 세종특별자치시,-,-,-
2010,2,62,경기도 수원시 장안구,18,"74,130","1,286,240"
2010,2,63,경기도 수원시 권선구,78,"119,210","1,208,890"
2010,2,64,경기도 수원시 팔달구,-,-,-
2010,2,65,경기도 수원시 영통구,12,"759,800","1,512,200"
2010,2,66,경기도 성남시 수정구,48,"136,160","4,000,000"
2010,2,67,경기도 성남시 중원구,28,"68,970","696,100"
2010,2,68,경기도 성남시 분당구,366,"31,330","3,032,260"
2010,2,69,경기도 의정부시,68,"42,510","581,820"
2010,2,70,경기도 안양시 만안구,3,"198,110","537,060"
2010,2,71,경기도 안양시 동안구,6,"166,850","777,780"
2010,2,72,경기도 부천시 원미구,4,"342,740","597,610"
2010,2,73,경기도 부천시 소사구,13,"201,100","1,195,970"
2010,2,74,경기도 부천시 오정구,35,"133,930","849,280"
2010,2,75,경기도 광명시,48,"158,540","790,910"
2010,2,76,경기도 평택시,1546,"8,610","458,020"
2010,2,77,경기도 동두천시,104,"6,510","453,300"
2010,2,78,경기도 안산시 상록구,127,"23,100","392,860"
2010,2,79,경기도 안산시 단원구,263,"43,600","382,410"
2010,2,80,경기도 고양시 덕양구,360,"24,480","750,000"
2010,2,81,경기도 고양시 일산동구,155,"48,210","729,960"
2010,2,82,경기도 고양시 일산서구,38,"148,210","679,350"
2010,2,83,경기도 과천시,65,"82,180","1,397,060"
2010,2,84,경기도 구리시,49,"106,480","1,020,310"
2010,2,85,경기도 남양주시,1008,"7,200","787,880"
2010,2,86,경기도 오산시,35,"74,490","1,025,460"
2010,2,87,경기도 시흥시,351,"67,020","614,560"
2010,2,88,경기도 군포시,29,"64,520","574,540"
2010,2,89,경기도 의왕시,73,"21,620","691,240"
2010,2,90,경기도 하남시,176,"11,500","914,630"
2010,2,91,경기도 용인시 처인구,1337,"9,080","873,490"
2010,2,92,경기도 용인시 기흥구,86,"40,670","876,970"
2010,2,93,경기도 용인시 수지구,33,"60,490","876,900"
2010,2,94,경기도 파주시,1406,"3,930","680,750"
2010,2,95,경기도 이천시,2203,"6,060","328,520"
2010,2,96,경기도 안성시,2000,"5,560","293,380"
2010,2,97,경기도 김포시,1320,"24,440","787,880"
2010,2,98,경기도 화성시,2344,220,"494,380"
2010,2,99,경기도 광주시,901,"9,950","732,600"
2010,2,100,경기도 양주시,598,"7,460","508,730"
2010,2,101,경기도 포천시,2351,560,"364,960"
2010,2,102,경기도 여주시,-,-,-
2010,2,103,경기도 여주군,2145,"3,630","272,250"
2010,2,104,경기도 연천군,853,750,"152,440"
2010,2,105,경기도 가평군,1353,"2,690","310,470"
2010,2,106,경기도 양평군,2709,630,"385,750"
2010,2,107,강원도 춘천시,1682,"1,360","289,580"
2010,2,108,강원도 원주시,1356,910,"236,010"
2010,2,109,강원도 강릉시,1202,940,"109,980"
2010,2,110,강원도 동해시,103,"4,000","110,210"
2010,2,111,강원도 태백시,47,"1,900","40,770"
2010,2,112,강원도 속초시,89,690,"182,410"
2010,2,113,강원도 삼척시,671,230,"69,930"
2010,2,114,강원도 홍천군,2490,20,"166,810"
2010,2,115,강원도 횡성군,2059,"1,900","105,630"
2010,2,116,강원도 영월군,1534,860,"66,130"
2010,2,117,강원도 평창군,1788,300,"120,040"
2010,2,118,강원도 정선군,910,330,"45,770"
2010,2,119,강원도 철원군,884,330,"58,580"
2010,2,120,강원도 화천군,719,"1,040","82,860"
2010,2,121,강원도 양구군,692,"1,530","49,810"
2010,2,122,강원도 인제군,925,930,"99,190"
2010,2,123,강원도 고성군,659,490,"80,250"
2010,2,124,강원도 양양군,689,170,"82,720"
2010,2,125,충청북도 청주시 상당구,213,"13,120","483,030"
2010,2,126,충청북도 청주시 흥덕구,255,"10,300","444,440"
2010,2,127,충청북도 충주시,2292,"1,020","118,430"
2010,2,128,충청북도 제천시,1423,"1,030","98,960"
2010,2,129,충청북도 청원군,2690,560,"209,700"
2010,2,130,충청북도 보은군,1090,790,"45,880"
2010,2,131,충청북도 옥천군,1530,940,"72,360"
2010,2,132,충청북도 영동군,1714,210,"42,350"
2010,2,133,충청북도 증평군,271,"1,340","91,250"
2010,2,134,충청북도 진천군,1191,"4,490","155,740"
2010,2,135,충청북도 괴산군,2182,"1,150","63,050"
2010,2,136,충청북도 음성군,2099,"1,310","124,530"
2010,2,137,충청북도 단양군,1159,240,"49,300"
2010,2,138,충청남도 천안시 동남구,1263,"3,130","305,420"
2010,2,139,충청남도 천안시 서북구,838,"7,520","305,340"
2010,2,140,충청남도 공주시,2208,"1,650","147,280"
2010,2,141,충청남도 보령시,1603,"1,660","75,130"
2010,2,142,충청남도 아산시,1967,"4,580","264,950"
2010,2,143,충청남도 서산시,2053,"4,410","136,180"
2010,2,144,충청남도 논산시,2521,30,"71,090"
2010,2,145,충청남도 계룡시,59,"4,260","166,670"
2010,2,146,충청남도 당진시,-,-,-
2010,2,147,충청남도 금산군,1769,"2,300","105,930"
2010,2,148,충청남도 연기군,865,"3,020","183,490"
2010,2,149,충청남도 부여군,2155,790,"35,190"
2010,2,150,충청남도 서천군,1253,"1,910","73,000"
2010,2,151,충청남도 청양군,1143,980,"37,780"
2010,2,152,충청남도 홍성군,1393,"3,020","78,490"
2010,2,153,충청남도 예산군,1838,"2,820","100,000"
2010,2,154,충청남도 태안군,1625,"4,540","128,210"
2010,2,155,충청남도 당진군,2384,"3,020","306,670"
2010,2,156,전라북도 전주시 완산구,247,"5,040","298,140"
2010,2,157,전라북도 전주시 덕진구,486,"7,170","286,750"
2010,2,158,전라북도 군산시,1151,"3,670","142,290"
2010,2,159,전라북도 익산시,2733,100,"52,750"
2010,2,160,전라북도 정읍시,2767,240,"21,370"
2010,2,161,전라북도 남원시,2224,450,"23,780"
2010,2,162,전라북도 김제시,2802,"1,950","34,360"
2010,2,163,전라북도 완주군,2067,130,"102,830"
2010,2,164,전라북도 진안군,1128,770,"24,830"
2010,2,165,전라북도 무주군,904,350,"49,910"
2010,2,166,전라북도 장수군,1104,240,"22,370"
2010,2,167,전라북도 임실군,1178,220,"27,610"
2010,2,168,전라북도 순창군,1211,470,"18,080"
2010,2,169,전라북도 고창군,2363,240,"16,510"
2010,2,170,전라북도 부안군,1969,770,"115,030"
2010,2,171,전라남도 목포시,78,"5,210","150,410"
2010,2,172,전라남도 여수시,1296,280,"146,740"
2010,2,173,전라남도 순천시,2243,360,"75,480"
2010,2,174,전라남도 나주시,3029,410,"45,460"
2010,2,175,전라남도 광양시,1136,260,"139,030"
2010,2,176,전라남도 담양군,1501,470,"43,290"
2010,2,177,전라남도 곡성군,1346,590,"26,870"
2010,2,178,전라남도 구례군,1151,690,"30,220"
2010,2,179,전라남도 고흥군,2588,390,"17,740"
2010,2,180,전라남도 보성군,1989,220,"18,000"
2010,2,181,전라남도 화순군,1807,610,"44,110"
2010,2,182,전라남도 장흥군,1950,340,"17,890"
2010,2,183,전라남도 강진군,1481,590,"15,320"
2010,2,184,전라남도 해남군,2635,530,"16,940"
2010,2,185,전라남도 영암군,2422,630,"18,370"
2010,2,186,전라남도 무안군,1642,"1,170","45,450"
2010,2,187,전라남도 함평군,1870,600,"23,470"
2010,2,188,전라남도 영광군,1628,790,"15,910"
2010,2,189,전라남도 장성군,1606,700,"60,560"
2010,2,190,전라남도 완도군,1327,400,"17,190"
2010,2,191,전라남도 진도군,1277,510,"12,240"
2010,2,192,전라남도 신안군,1771,700,"27,400"
2010,2,193,경상북도 포항시 남구,636,"1,100","170,000"
2010,2,194,경상북도 포항시 북구,1933,520,"172,290"
2010,2,195,경상북도 경주시,3411,"1,380","178,570"
2010,2,196,경상북도 김천시,2102,180,"81,950"
2010,2,197,경상북도 안동시,2347,220,"47,280"
2010,2,198,경상북도 구미시,1416,"1,720","121,020"
2010,2,199,경상북도 영주시,1807,520,"37,270"
2010,2,200,경상북도 영천시,3948,"1,310","90,320"
2010,2,201,경상북도 상주시,2855,460,"37,250"
2010,2,202,경상북도 문경시,1402,790,"47,210"
2010,2,203,경상북도 경산시,1350,"3,770","181,450"
2010,2,204,경상북도 군위군,1452,700,"54,380"
2010,2,205,경상북도 의성군,3345,190,"25,240"
2010,2,206,경상북도 청송군,1441,310,"30,610"
2010,2,207,경상북도 영양군,864,250,"20,580"
2010,2,208,경상북도 영덕군,1104,600,"66,440"
2010,2,209,경상북도 청도군,2729,370,"99,700"
2010,2,210,경상북도 고령군,1147,"2,680","122,410"
2010,2,211,경상북도 성주군,2110,690,"55,920"
2010,2,212,경상북도 칠곡군,1060,"3,030","172,270"
2010,2,213,경상북도 예천군,1453,580,"40,490"
2010,2,214,경상북도 봉화군,1638,180,"26,740"
2010,2,215,경상북도 울진군,797,380,"35,930"
2010,2,216,경상북도 울릉군,155,370,"96,890"
2010,2,217,경상남도 창원시 의창구,847,"9,270","279,720"
2010,2,218,경상남도 창원시 성산구,25,"25,950","210,080"
2010,2,219,경상남도 창원시 마산합포구,705,"1,990","250,870"
2010,2,220,경상남도 창원시 마산회원구,163,"3,030","272,870"
2010,2,221,경상남도 창원시 진해구,127,"18,970","242,060"
2010,2,222,경상남도 진주시,1770,580,"151,200"
2010,2,223,경상남도 통영시,1226,570,"208,660"
2010,2,224,경상남도 사천시,1322,870,"190,570"
2010,2,225,경상남도 김해시,1984,"4,560","417,050"
2010,2,226,경상남도 밀양시,3260,810,"135,940"
2010,2,227,경상남도 거제시,1882,400,"409,380"
2010,2,228,경상남도 양산시,703,"4,300","302,500"
2010,2,229,경상남도 의령군,1369,330,"46,080"
2010,2,230,경상남도 함안군,2458,250,"153,510"
2010,2,231,경상남도 창녕군,3131,140,"80,920"
2010,2,232,경상남도 고성군,2064,470,"115,300"
2010,2,233,경상남도 남해군,1908,"1,270","142,160"
2010,2,234,경상남도 하동군,1838,430,"75,760"
2010,2,235,경상남도 산청군,1568,500,"62,120"
2010,2,236,경상남도 함양군,1525,700,"45,600"
2010,2,237,경상남도 거창군,1594,190,"33,610"
2010,2,238,경상남도 합천군,2124,260,"28,320"
2010,2,239,제주특별자치도 제주시,2206,"1,630","190,540"
2010,2,240,제주특별자치도 서귀포시,1984,"2,000","147,240"
2010,3,1,서울특별시 종로구,7,"192,530","939,600"
2010,3,2,서울특별시 중랑구,15,"907,550","1,508,600"
2010,3,3,서울특별시 성북구,2,"264,710","273,110"
2010,3,4,서울특별시 강북구,0,0,0
2010,3,5,서울특별시 도봉구,5,"326,090","900,000"
2010,3,6,서울특별시 노원구,4,"173,610","465,000"
2010,3,7,서울특별시 은평구,11,"151,350","745,450"
2010,3,8,서울특별시 마포구,0,0,0
2010,3,9,서울특별시 강서구,14,"121,010","467,350"
2010,3,10,서울특별시 구로구,2,"604,890","906,830"
2010,3,11,서울특별시 금천구,1,"338,120","338,120"
2010,3,12,서울특별시 서초구,37,"33,620","1,411,410"
