YEAR,QU,ORDR,AREANM,LNDPCL,MUMMPC,MXMMPC
2011,2011년 1분기,NULL,충청남도 연기군,994,1470,252530
2011,2011년 1분기,NULL,충청남도 부여군,1896,970,36700
2011,2011년 1분기,NULL,충청남도 서천군,1324,3750,73630
2011,2011년 1분기,NULL,충청남도 청양군,1215,580,40770
2011,2011년 1분기,NULL,충청남도 홍성군,1272,2540,87950
2011,2011년 1분기,NULL,충청남도 예산군,1898,2680,104930
2011,2011년 1분기,NULL,충청남도 태안군,1535,1840,142780
2011,2011년 1분기,NULL,충청남도 당진군,2013,2980,226720
2011,2011년 1분기,NULL,전라북도 전주시 완산구,358,14040,354940
2011,2011년 1분기,NULL,전라북도 전주시 덕진구,572,700,354610
2011,2011년 1분기,NULL,전라북도 군산시,1277,2420,142860
2011,2011년 1분기,NULL,전라북도 익산시,2731,690,49170
2011,2011년 1분기,NULL,전라북도 정읍시,2598,260,22500
2011,2011년 1분기,NULL,전라북도 남원시,2062,480,23760
2011,2011년 1분기,NULL,전라북도 김제시,2726,850,40700
2011,2011년 1분기,NULL,전라북도 완주군,2339,2470,111650
2011,2011년 1분기,NULL,전라북도 진안군,1271,290,27470
2011,2011년 1분기,NULL,전라북도 무주군,860,930,52830
2011,2011년 1분기,NULL,전라북도 장수군,1097,440,25880
2011,2011년 1분기,NULL,전라북도 임실군,1089,570,24950
2011,2011년 1분기,NULL,전라북도 순창군,1246,240,18690
2011,2011년 1분기,NULL,전라북도 고창군,2266,1290,19320
2011,2011년 1분기,NULL,전라북도 부안군,1884,1970,100900
2011,2011년 1분기,NULL,전라남도 목포시,73,4850,227270
2011,2011년 1분기,NULL,전라남도 여수시,1478,270,169490
2011,2011년 1분기,NULL,전라남도 순천시,2362,260,97290
2011,2011년 1분기,NULL,전라남도 나주시,2870,2170,49770
2011,2011년 1분기,NULL,전라남도 광양시,1310,870,137130
2011,2011년 1분기,NULL,전라남도 담양군,1604,1040,47440
2011,2011년 1분기,NULL,전라남도 곡성군,1341,510,24390
2011,2011년 1분기,NULL,전라남도 구례군,1027,580,40820
2011,2011년 1분기,NULL,전라남도 고흥군,2791,160,17280
2011,2011년 1분기,NULL,전라남도 보성군,1865,570,18600
2011,2011년 1분기,NULL,전라남도 화순군,1993,470,46490
2011,2011년 1분기,NULL,전라남도 장흥군,1624,400,20030
2011,2011년 1분기,NULL,전라남도 강진군,1445,1100,17260
2011,2011년 1분기,NULL,전라남도 해남군,2974,680,19000
2011,2011년 1분기,NULL,전라남도 영암군,2384,430,19280
2011,2011년 1분기,NULL,전라남도 무안군,2147,480,48400
2011,2011년 1분기,NULL,전라남도 함평군,1855,1270,25290
2011,2011년 1분기,NULL,전라남도 영광군,1691,690,16630
2011,2011년 1분기,NULL,전라남도 장성군,1571,1520,63550
2011,2011년 1분기,NULL,전라남도 완도군,1396,310,24370
2011,2011년 1분기,NULL,전라남도 진도군,1274,360,11900
2011,2011년 1분기,NULL,전라남도 신안군,1779,420,19200
2011,2011년 1분기,NULL,경상북도 포항시 남구,827,1000,197530
2011,2011년 1분기,NULL,경상북도 포항시 북구,1604,670,200420
2011,2011년 1분기,NULL,경상북도 경주시,3303,320,179860
2011,2011년 1분기,NULL,경상북도 김천시,2200,30,87300
2011,2011년 1분기,NULL,경상북도 안동시,2334,190,60200
2011,2011년 1분기,NULL,경상북도 구미시,1429,1850,173950
2011,2011년 1분기,NULL,경상북도 영주시,1850,500,45000
2011,2011년 1분기,NULL,경상북도 영천시,4259,1070,92210
2011,2011년 1분기,NULL,경상북도 상주시,2513,1120,44750
2011,2011년 1분기,NULL,경상북도 문경시,1426,410,52110
2011,2011년 1분기,NULL,경상북도 경산시,1215,2460,167490
2011,2011년 1분기,NULL,경상북도 군위군,1162,1060,51980
2011,2011년 1분기,NULL,경상북도 의성군,2763,330,25210
2011,2011년 1분기,NULL,경상북도 청송군,1536,560,33330
2011,2011년 1분기,NULL,경상북도 영양군,1100,200,23260
2011,2011년 1분기,NULL,경상북도 영덕군,1250,130,66410
2011,2011년 1분기,NULL,경상북도 청도군,2786,290,104840
2011,2011년 1분기,NULL,경상북도 고령군,1161,480,134680
2011,2011년 1분기,NULL,경상북도 성주군,2316,250,72830
2011,2011년 1분기,NULL,경상북도 칠곡군,1115,2000,211110
2011,2011년 1분기,NULL,경상북도 예천군,1429,680,45450
2011,2011년 1분기,NULL,경상북도 봉화군,1536,230,27500
2011,2011년 1분기,NULL,경상북도 울진군,793,440,33510
2011,2011년 1분기,NULL,경상북도 울릉군,119,880,130430
2011,2011년 1분기,NULL,경상남도 창원시 의창구,1062,2660,294120
2011,2011년 1분기,NULL,경상남도 창원시 성산구,55,30240,267440
2011,2011년 1분기,NULL,경상남도 창원시 마산합포구,780,1620,271370
2011,2011년 1분기,NULL,경상남도 창원시 마산회원구,182,1110,287010
2013,2013년 1분기,NULL,서울특별시 금천구,0,0,0
2013,2013년 1분기,NULL,서울특별시 서초구,46,76920,2125000
2013,2013년 1분기,NULL,서울특별시 강남구,2,428570,877720
2013,2013년 1분기,NULL,서울특별시 송파구,1,757570,757570
2013,2013년 1분기,NULL,서울특별시 강동구,13,264680,1250000
2013,2013년 1분기,NULL,부산광역시 서구,1,48350,48350
2013,2013년 1분기,NULL,부산광역시 동구,2,11600,36600
2013,2013년 1분기,NULL,부산광역시 영도구,5,266340,338280
2013,2013년 1분기,NULL,부산광역시 부산진구,0,0,0
2013,2013년 1분기,NULL,부산광역시 동래구,9,28370,465120
2013,2013년 1분기,NULL,부산광역시 남구,1,147000,147000
2013,2013년 1분기,NULL,부산광역시 북구,10,18070,270500
2013,2013년 1분기,NULL,부산광역시 해운대구,14,30240,633260
2013,2013년 1분기,NULL,부산광역시 사하구,3,19550,367470
2013,2013년 1분기,NULL,부산광역시 금정구,104,18150,538460
2013,2013년 1분기,NULL,부산광역시 강서구,729,47900,554950
2013,2013년 1분기,NULL,부산광역시 연제구,0,0,0
2013,2013년 1분기,NULL,부산광역시 수영구,4,296420,933840
2013,2013년 1분기,NULL,부산광역시 사상구,9,26640,147000
2013,2013년 1분기,NULL,부산광역시 기장군,602,6760,495090
2013,2013년 1분기,NULL,대구광역시 동구,317,8750,544060
2013,2013년 1분기,NULL,대구광역시 서구,14,64700,728880
2013,2013년 1분기,NULL,대구광역시 북구,114,26480,626130
2013,2013년 1분기,NULL,대구광역시 수성구,96,79210,665290
2013,2013년 1분기,NULL,대구광역시 달서구,20,52630,754540
2013,2013년 1분기,NULL,대구광역시 달성군,1464,300,313470
2013,2013년 1분기,NULL,인천광역시 중구,101,37010,833330
2013,2013년 1분기,NULL,인천광역시 남구,4,102190,814500
2013,2013년 1분기,NULL,인천광역시 연수구,14,297020,857860
2013,2013년 1분기,NULL,인천광역시 남동구,61,82300,815240
2013,2013년 1분기,NULL,인천광역시 부평구,5,890000,1495310
2013,2013년 1분기,NULL,인천광역시 계양구,81,12920,574600
2013,2013년 1분기,NULL,인천광역시 서구,68,75080,832060
2013,2013년 1분기,NULL,인천광역시 강화군,1341,2510,340480
2013,2013년 1분기,NULL,인천광역시 옹진군,334,1150,324680
2013,2013년 1분기,NULL,광주광역시 동구,28,5560,901280
2013,2013년 1분기,NULL,광주광역시 서구,140,47780,777770
2013,2013년 1분기,NULL,광주광역시 남구,185,4300,250000
2013,2013년 1분기,NULL,광주광역시 북구,287,6010,364300
2013,2013년 1분기,NULL,광주광역시 광산구,890,2700,383280
2013,2013년 1분기,NULL,대전광역시 동구,290,1430,407740
2013,2013년 1분기,NULL,대전광역시 중구,80,7330,460500
2013,2013년 1분기,NULL,대전광역시 서구,111,1440,287360
2013,2013년 1분기,NULL,대전광역시 유성구,247,4840,1113970
2013,2013년 1분기,NULL,대전광역시 대덕구,63,15120,388350
2013,2013년 1분기,NULL,울산광역시 중구,54,31590,213070
2013,2013년 1분기,NULL,울산광역시 남구,27,14490,310520
2013,2013년 1분기,NULL,울산광역시 동구,31,19330,379430
2013,2013년 1분기,NULL,울산광역시 북구,247,4650,332680
2013,2013년 1분기,NULL,울산광역시 울주군,1745,4770,378380
2013,2013년 1분기,NULL,세종특별자치시 세종특별자치시,1719,10,488630
2013,2013년 1분기,NULL,경기도 수원시 장안구,21,23220,1204260
2013,2013년 1분기,NULL,경기도 수원시 권선구,118,61910,1159420
2013,2013년 1분기,NULL,경기도 수원시 팔달구,0,0,0
2013,2013년 1분기,NULL,경기도 수원시 영통구,1,784820,784820
2013,2013년 1분기,NULL,경기도 성남시 수정구,28,76110,1682130
2013,2013년 1분기,NULL,경기도 성남시 중원구,21,6300,2115380
2013,2013년 1분기,NULL,경기도 성남시 분당구,49,75490,2046160
2013,2013년 1분기,NULL,경기도 의정부시,69,30410,760000
2013,2013년 1분기,NULL,경기도 안양시 만안구,8,315050,1305000
2013,2013년 1분기,NULL,경기도 안양시 동안구,3,192120,993380
2013,2013년 1분기,NULL,경기도 부천시 원미구,3,247100,548900
2013,2013년 1분기,NULL,경기도 부천시 소사구,13,262070,1214950
2013,2013년 1분기,NULL,경기도 부천시 오정구,32,117290,1814290
2013,2013년 1분기,NULL,경기도 광명시,28,170110,969700
2013,2013년 1분기,NULL,경기도 평택시,1453,3710,579710
2013,2013년 1분기,NULL,경기도 동두천시,77,12700,393120
2013,2013년 1분기,NULL,경기도 안산시 상록구,87,56160,416850
2013,2013년 1분기,NULL,경기도 안산시 단원구,257,4420,542980
2013,2013년 1분기,NULL,경기도 고양시 덕양구,237,48780,1005050
2013,2013년 1분기,NULL,경기도 고양시 일산동구,171,49660,1030930
2013,2013년 1분기,NULL,경기도 고양시 일산서구,97,105850,1000000
2013,2013년 1분기,NULL,경기도 과천시,35,348680,1801800
2013,2013년 1분기,NULL,경기도 구리시,40,119050,1822430
2013,2013년 1분기,NULL,경기도 남양주시,1069,10190,758620
2013,2013년 1분기,NULL,경기도 오산시,124,103340,924360
2013,2013년 1분기,NULL,경기도 시흥시,346,46000,600000
2013,2013년 1분기,NULL,경기도 군포시,43,107470,623340
2013,2013년 1분기,NULL,경기도 의왕시,84,30210,746510
2013,2013년 1분기,NULL,경기도 하남시,130,14340,759690
2013,2013년 1분기,NULL,경기도 용인시 처인구,1155,300,684930
2013,2013년 1분기,NULL,경기도 용인시 기흥구,81,10,1455880
2013,2013년 1분기,NULL,경기도 용인시 수지구,40,105260,1456450
2013,2013년 1분기,NULL,경기도 파주시,1642,2130,493890
2013,2013년 1분기,NULL,경기도 이천시,1721,1520,402880
2013,2013년 1분기,NULL,경기도 안성시,1546,4430,255470
2013,2013년 1분기,NULL,경기도 김포시,1112,14850,666660
2013,2013년 1분기,NULL,경기도 화성시,2929,14590,537630
2013,2013년 1분기,NULL,경기도 광주시,951,7210,954500
2013,2013년 1분기,NULL,경기도 양주시,594,2580,554160
2013,2013년 1분기,NULL,경기도 포천시,1561,2450,388600
2013,2013년 1분기,NULL,경기도 여주시,415,4520,252280
2013,2013년 1분기,NULL,경기도 여주군,948,4390,258300
2013,2013년 1분기,NULL,경기도 연천군,683,880,151280
2013,2013년 1분기,NULL,경기도 가평군,987,2650,380200
2013,2013년 1분기,NULL,경기도 양평군,1767,3020,376380
2013,2013년 1분기,NULL,강원도 춘천시,1452,370,321950
2013,2013년 1분기,NULL,강원도 원주시,1407,300,303030
2013,2013년 1분기,NULL,강원도 강릉시,1294,1350,152910
2013,2013년 1분기,NULL,강원도 동해시,108,4190,175890
2013,2013년 1분기,NULL,강원도 태백시,74,710,28300
2013,2013년 1분기,NULL,강원도 속초시,90,4960,307820
2013,2013년 1분기,NULL,강원도 삼척시,605,230,72360
2013,2013년 1분기,NULL,강원도 홍천군,2181,1180,151280
2013,2013년 1분기,NULL,강원도 횡성군,1320,2260,120990
2013,2013년 1분기,NULL,강원도 영월군,1196,670,94070
2013,2013년 1분기,NULL,강원도 평창군,1272,370,136570
2013,2013년 1분기,NULL,강원도 정선군,771,180,47240
2013,2013년 1분기,NULL,강원도 철원군,965,1210,47520
2013,2013년 1분기,NULL,강원도 화천군,571,390,63460
2013,2013년 1분기,NULL,강원도 양구군,554,790,67980
2013,2013년 1분기,NULL,강원도 인제군,686,540,122440
2013,2013년 1분기,NULL,강원도 고성군,442,840,63330
2013,2013년 1분기,NULL,강원도 양양군,538,720,104160
2013,2013년 1분기,NULL,충청북도 청주시 상당구,234,15360,562500
2013,2013년 1분기,NULL,충청북도 청주시 흥덕구,396,12610,545140
2013,2013년 1분기,NULL,충청북도 충주시,2068,1910,155000
2013,2013년 1분기,NULL,충청북도 제천시,1264,240,113420
2013,2013년 1분기,NULL,충청북도 청원군,2527,3260,245590
2013,2013년 1분기,NULL,충청북도 보은군,1033,660,45450
2013,2013년 1분기,NULL,충청북도 옥천군,1266,440,83850
2013,2013년 1분기,NULL,충청북도 영동군,1516,370,54540
2013,2013년 1분기,NULL,충청북도 증평군,238,7180,130750
2013,2013년 1분기,NULL,충청북도 진천군,1265,3850,163710
2013,2013년 1분기,NULL,충청북도 괴산군,1798,950,80600
2013,2013년 1분기,NULL,충청북도 음성군,1632,1220,133540
2013,2013년 1분기,NULL,충청북도 단양군,1026,550,61320
2013,2013년 1분기,NULL,충청남도 천안시 동남구,947,2650,315790
2013,2013년 1분기,NULL,충청남도 천안시 서북구,567,14130,954880
2013,2013년 1분기,NULL,충청남도 공주시,1858,1440,166470
2013,2013년 1분기,NULL,충청남도 보령시,1461,1770,103380
2013,2013년 1분기,NULL,충청남도 아산시,1648,4120,309570
2013,2013년 1분기,NULL,충청남도 서산시,2029,3480,109510
2013,2013년 1분기,NULL,충청남도 논산시,2219,3250,75470
2013,2013년 1분기,NULL,충청남도 계룡시,45,16150,339170
2013,2013년 1분기,NULL,충청남도 당진시,1755,480,313600
2013,2013년 1분기,NULL,충청남도 금산군,1517,900,121580
2013,2013년 1분기,NULL,충청남도 연기군,0,0,0
2013,2013년 1분기,NULL,충청남도 부여군,2037,2560,62310
2013,2013년 1분기,NULL,충청남도 서천군,1298,740,60460
2013,2013년 1분기,NULL,충청남도 청양군,1019,1270,59250
2013,2013년 1분기,NULL,충청남도 홍성군,1193,1420,94810
2013,2013년 1분기,NULL,충청남도 예산군,1636,1540,99720
2013,2013년 1분기,NULL,충청남도 태안군,1367,1060,142850
2013,2013년 1분기,NULL,충청남도 당진군,0,0,0
2013,2013년 1분기,NULL,전라북도 전주시 완산구,356,840,400000
2013,2013년 1분기,NULL,전라북도 전주시 덕진구,561,140,359050
2013,2013년 1분기,NULL,전라북도 군산시,1221,3410,145380
2013,2013년 1분기,NULL,전라북도 익산시,3009,1760,53250
2013,2013년 1분기,NULL,전라북도 정읍시,2548,470,29500
2013,2013년 1분기,NULL,전라북도 남원시,2095,470,34640
2013,2013년 1분기,NULL,전라북도 김제시,2600,1760,37710
2013,2013년 1분기,NULL,전라북도 완주군,2407,40,142990
2013,2013년 1분기,NULL,전라북도 진안군,1236,80,30830
2013,2013년 1분기,NULL,전라북도 무주군,837,580,56660
2013,2013년 1분기,NULL,전라북도 장수군,1094,350,33790
2013,2013년 1분기,NULL,전라북도 임실군,975,850,33510
2013,2013년 1분기,NULL,전라북도 순창군,1139,520,24480
2013,2013년 1분기,NULL,전라북도 고창군,2168,790,23060
2013,2013년 1분기,NULL,전라북도 부안군,1798,1120,100000
2013,2013년 1분기,NULL,전라남도 목포시,88,12060,330000
2013,2013년 1분기,NULL,전라남도 여수시,1327,450,209300
2013,2013년 1분기,NULL,전라남도 순천시,1981,170,105770
2013,2013년 1분기,NULL,전라남도 나주시,2659,1660,55040
2013,2013년 1분기,NULL,전라남도 광양시,881,2600,151150
2013,2013년 1분기,NULL,전라남도 담양군,1662,550,86180
2013,2013년 1분기,NULL,전라남도 곡성군,1369,770,30260
2013,2013년 1분기,NULL,전라남도 구례군,1038,280,63770
2013,2013년 1분기,NULL,전라남도 고흥군,2329,620,21170
2013,2013년 1분기,NULL,전라남도 보성군,1814,480,22030
2013,2013년 1분기,NULL,전라남도 화순군,1826,350,55060
2013,2013년 1분기,NULL,전라남도 장흥군,1540,210,23420
2013,2013년 1분기,NULL,전라남도 강진군,1346,360,22440
2013,2013년 1분기,NULL,전라남도 해남군,3005,730,24800
2013,2013년 1분기,NULL,전라남도 영암군,2037,830,21580
2013,2013년 1분기,NULL,전라남도 무안군,1999,110,45370
2013,2013년 1분기,NULL,전라남도 함평군,1825,880,28590
2013,2013년 1분기,NULL,전라남도 영광군,1668,740,19000
2013,2013년 1분기,NULL,전라남도 장성군,1751,1620,66550
2013,2013년 1분기,NULL,전라남도 완도군,1190,730,25420
2013,2013년 1분기,NULL,전라남도 진도군,1124,340,15150
2013,2013년 1분기,NULL,전라남도 신안군,1974,490,40000
2013,2013년 1분기,NULL,경상북도 포항시 남구,589,2260,242020
2013,2013년 1분기,NULL,경상북도 포항시 북구,1512,950,173680
2013,2013년 1분기,NULL,경상북도 경주시,3543,830,300460
2013,2013년 1분기,NULL,경상북도 김천시,2408,810,107020
2013,2013년 1분기,NULL,경상북도 안동시,2189,220,75640
2013,2013년 1분기,NULL,경상북도 구미시,1349,1520,221420
2013,2013년 1분기,NULL,경상북도 영주시,1843,540,60530
2013,2013년 1분기,NULL,경상북도 영천시,5059,490,121530
2013,2013년 1분기,NULL,경상북도 상주시,2422,1270,45410
2013,2013년 1분기,NULL,경상북도 문경시,1430,540,68780
2013,2013년 1분기,NULL,경상북도 경산시,1829,1000,232730
2013,2013년 1분기,NULL,경상북도 군위군,1307,910,66810
2013,2013년 1분기,NULL,경상북도 의성군,2679,90,34150
2013,2013년 1분기,NULL,경상북도 청송군,1454,430,42000
2013,2013년 1분기,NULL,경상북도 영양군,1049,220,30760
2013,2013년 1분기,NULL,경상북도 영덕군,1102,300,99370
2013,2013년 1분기,NULL,경상북도 청도군,3179,1300,136160
2013,2013년 1분기,NULL,경상북도 고령군,1191,1190,139750
2013,2013년 1분기,NULL,경상북도 성주군,2613,250,102730
2013,2013년 1분기,NULL,경상북도 칠곡군,1507,890,299180
2013,2013년 1분기,NULL,경상북도 예천군,1544,720,52920
2013,2013년 1분기,NULL,경상북도 봉화군,1573,260,38960
2013,2013년 1분기,NULL,경상북도 울진군,793,410,43570
2013,2013년 1분기,NULL,경상북도 울릉군,103,3410,168910
2013,2013년 1분기,NULL,경상남도 창원시 의창구,932,9090,345500
2013,2013년 1분기,NULL,경상남도 창원시 성산구,35,44350,242420
2013,2013년 1분기,NULL,경상남도 창원시 마산합포구,735,2520,333170
2013,2013년 1분기,NULL,경상남도 창원시 마산회원구,200,5030,439950
2013,2013년 1분기,NULL,경상남도 창원시 진해구,214,18150,346510
2013,2013년 1분기,NULL,경상남도 진주시,2022,430,159190
2013,2013년 1분기,NULL,경상남도 통영시,1058,540,242170
2013,2013년 1분기,NULL,경상남도 사천시,1109,1580,166390
2013,2013년 1분기,NULL,경상남도 김해시,1971,1190,524340
2013,2013년 1분기,NULL,경상남도 밀양시,3205,100,183050
2013,2013년 1분기,NULL,경상남도 거제시,1716,4490,483670
2013,2013년 1분기,NULL,경상남도 양산시,848,1140,332450
2013,2013년 1분기,NULL,경상남도 의령군,1231,600,60750
2013,2013년 1분기,NULL,경상남도 함안군,2011,1720,204560
2013,2013년 1분기,NULL,경상남도 창녕군,2615,1160,138330
2013,2013년 1분기,NULL,경상남도 고성군,2022,1190,124450
2013,2013년 1분기,NULL,경상남도 남해군,1817,990,151790
2013,2013년 1분기,NULL,경상남도 하동군,1833,320,104360
2013,2013년 1분기,NULL,경상남도 산청군,1403,970,78780
2013,2013년 1분기,NULL,경상남도 함양군,1302,270,49350
2013,2013년 1분기,NULL,경상남도 거창군,1581,130,44860
2013,2013년 1분기,NULL,경상남도 합천군,2256,390,35220
2013,2013년 1분기,NULL,제주특별자치도 제주시,3894,1090,256900
2013,2013년 1분기,NULL,제주특별자치도 서귀포시,3386,1680,238870
2013,2013년 2분기,NULL,서울특별시 종로구,2,29910,43450
2013,2013년 2분기,NULL,서울특별시 중랑구,2,891890,1344260
2013,2013년 2분기,NULL,서울특별시 성북구,0,0,0
2013,2013년 2분기,NULL,서울특별시 강북구,7,311320,1500000
2013,2013년 2분기,NULL,서울특별시 도봉구,2,732020,1202530
2013,2013년 2분기,NULL,서울특별시 노원구,5,163780,412800
2013,2013년 2분기,NULL,서울특별시 은평구,4,205480,2180000
2013,2013년 2분기,NULL,서울특별시 마포구,0,0,0
2013,2013년 2분기,NULL,서울특별시 강서구,13,132330,1542310
2013,2013년 2분기,NULL,서울특별시 구로구,4,117650,1058780
2013,2013년 2분기,NULL,서울특별시 금천구,0,0,0
2013,2013년 2분기,NULL,서울특별시 서초구,46,76920,2125000
2013,2013년 2분기,NULL,서울특별시 강남구,2,428570,877720
2013,2013년 2분기,NULL,서울특별시 송파구,1,757570,757570
2013,2013년 2분기,NULL,서울특별시 강동구,13,264680,1250000
2013,2013년 2분기,NULL,부산광역시 서구,1,48350,48350
2013,2013년 2분기,NULL,부산광역시 동구,2,11600,36600
2013,2013년 2분기,NULL,부산광역시 영도구,5,266340,338280
2013,2013년 2분기,NULL,부산광역시 부산진구,0,0,0
2013,2013년 2분기,NULL,부산광역시 동래구,9,28370,465120
2013,2013년 2분기,NULL,부산광역시 남구,1,147000,147000
2013,2013년 2분기,NULL,부산광역시 북구,10,18070,270500
2013,2013년 2분기,NULL,부산광역시 해운대구,14,30240,633260
2013,2013년 2분기,NULL,부산광역시 사하구,3,19550,367470
2013,2013년 2분기,NULL,부산광역시 금정구,104,18150,538460
2013,2013년 2분기,NULL,부산광역시 강서구,729,47900,554950
2013,2013년 2분기,NULL,부산광역시 연제구,0,0,0
2013,2013년 2분기,NULL,부산광역시 수영구,4,296420,933840
2013,2013년 2분기,NULL,부산광역시 사상구,9,26640,147000
2013,2013년 2분기,NULL,부산광역시 기장군,602,6760,495090
2013,2013년 2분기,NULL,대구광역시 동구,317,8750,544060
2013,2013년 2분기,NULL,대구광역시 서구,14,64700,728880
2013,2013년 2분기,NULL,대구광역시 북구,114,26480,626130
2013,2013년 2분기,NULL,대구광역시 수성구,96,79210,665290
2013,2013년 2분기,NULL,대구광역시 달서구,20,52630,754540
2013,2013년 2분기,NULL,대구광역시 달성군,1464,300,313470
2013,2013년 2분기,NULL,인천광역시 중구,101,37010,833330
2013,2013년 2분기,NULL,인천광역시 남구,4,102190,814500
2013,2013년 2분기,NULL,인천광역시 연수구,14,297020,857860
2013,2013년 2분기,NULL,인천광역시 남동구,61,82300,815240
2012,2012년 3분기,NULL,울산광역시 동구,43,5000,305260
2012,2012년 3분기,NULL,울산광역시 북구,298,710,535170
2012,2012년 3분기,NULL,울산광역시 울주군,1649,1370,339670
2012,2012년 3분기,NULL,세종특별자치시 세종특별자치시,580,3000,410000
2012,2012년 3분기,NULL,경기도 수원시 장안구,32,9520,953330
2012,2012년 3분기,NULL,경기도 수원시 권선구,136,34520,1009730
2012,2012년 3분기,NULL,경기도 수원시 팔달구,1,549000,549000
2012,2012년 3분기,NULL,경기도 수원시 영통구,2,180870,877330
2012,2012년 3분기,NULL,경기도 성남시 수정구,57,83130,1794870
2012,2012년 3분기,NULL,경기도 성남시 중원구,10,85470,1732670
2012,2012년 3분기,NULL,경기도 성남시 분당구,36,103200,2629540
2012,2012년 3분기,NULL,경기도 의정부시,63,17400,599690
2012,2012년 3분기,NULL,경기도 안양시 만안구,11,155590,1315790
2012,2012년 3분기,NULL,경기도 안양시 동안구,7,247610,814900
2012,2012년 3분기,NULL,경기도 부천시 원미구,9,280000,1111110
2012,2012년 3분기,NULL,경기도 부천시 소사구,12,280790,1193750
2012,2012년 3분기,NULL,경기도 부천시 오정구,39,145230,904330
2012,2012년 3분기,NULL,경기도 광명시,30,151280,1043060
2012,2012년 3분기,NULL,경기도 평택시,1636,13960,562760
2012,2012년 3분기,NULL,경기도 동두천시,79,21200,257440
2012,2012년 3분기,NULL,경기도 안산시 상록구,134,23260,454550
2012,2012년 3분기,NULL,경기도 안산시 단원구,251,26610,494010
2012,2012년 3분기,NULL,경기도 고양시 덕양구,306,10060,1018520
2012,2012년 3분기,NULL,경기도 고양시 일산동구,176,86000,1012090
2012,2012년 3분기,NULL,경기도 고양시 일산서구,83,108040,960000
2012,2012년 3분기,NULL,경기도 과천시,27,453860,1470590
2012,2012년 3분기,NULL,경기도 구리시,34,154320,1057400
2012,2012년 3분기,NULL,경기도 남양주시,1200,6600,841350
2012,2012년 3분기,NULL,경기도 오산시,71,111670,924370
2012,2012년 3분기,NULL,경기도 시흥시,271,46130,650000
2012,2012년 3분기,NULL,경기도 군포시,47,77980,334420
2012,2012년 3분기,NULL,경기도 의왕시,113,43150,627270
2012,2012년 3분기,NULL,경기도 하남시,130,12110,833330
2012,2012년 3분기,NULL,경기도 용인시 처인구,1052,2690,832500
2012,2012년 3분기,NULL,경기도 용인시 기흥구,136,90680,877210
2012,2012년 3분기,NULL,경기도 용인시 수지구,50,42020,777650
2012,2012년 3분기,NULL,경기도 파주시,1802,400,378180
2012,2012년 3분기,NULL,경기도 이천시,1786,9780,336390
2012,2012년 3분기,NULL,경기도 안성시,1433,9000,275750
2012,2012년 3분기,NULL,경기도 김포시,999,12270,671150
2012,2012년 3분기,NULL,경기도 화성시,3073,6350,469480
2012,2012년 3분기,NULL,경기도 광주시,1119,8480,934310
2012,2012년 3분기,NULL,경기도 양주시,594,21510,504730
2012,2012년 3분기,NULL,경기도 포천시,1662,2130,317320
2012,2012년 3분기,NULL,경기도 여주시,0,0,0
2012,2012년 3분기,NULL,경기도 여주군,1547,6050,246910
2012,2012년 3분기,NULL,경기도 연천군,733,530,139530
2012,2012년 3분기,NULL,경기도 가평군,1125,2950,326000
2012,2012년 3분기,NULL,경기도 양평군,2077,5230,381070
2012,2012년 3분기,NULL,강원도 춘천시,1432,1660,348740
2012,2012년 3분기,NULL,강원도 원주시,1406,1370,282490
2012,2012년 3분기,NULL,강원도 강릉시,1267,920,150360
2014,2014년 1분기,NULL,부산광역시 수영구,0,0,0
2014,2014년 1분기,NULL,부산광역시 사상구,0,0,0
2014,2014년 1분기,NULL,부산광역시 기장군,128,6050,592880
2014,2014년 1분기,NULL,대구광역시 동구,81,11820,392740
2014,2014년 1분기,NULL,대구광역시 서구,2,333330,361340
2014,2014년 1분기,NULL,대구광역시 북구,37,35170,412970
2014,2014년 1분기,NULL,대구광역시 수성구,39,12920,396500
2014,2014년 1분기,NULL,대구광역시 달서구,5,262600,426380
2014,2014년 1분기,NULL,대구광역시 달성군,556,10210,227270
2014,2014년 1분기,NULL,인천광역시 중구,25,99000,519870
2014,2014년 1분기,NULL,인천광역시 남구,0,0,0
2014,2014년 1분기,NULL,인천광역시 연수구,5,126050,895520
2014,2014년 1분기,NULL,인천광역시 남동구,11,168160,677500
2014,2014년 1분기,NULL,인천광역시 부평구,0,0,0
2014,2014년 1분기,NULL,인천광역시 계양구,10,115170,288280
2014,2014년 1분기,NULL,인천광역시 서구,12,43740,655470
2014,2014년 1분기,NULL,인천광역시 강화군,326,8390,303030
2014,2014년 1분기,NULL,인천광역시 옹진군,52,3270,273540
2014,2014년 1분기,NULL,광주광역시 동구,15,4000,699080
2014,2014년 1분기,NULL,광주광역시 서구,39,25120,816530
2014,2014년 1분기,NULL,광주광역시 남구,29,21900,60520
2014,2014년 1분기,NULL,광주광역시 북구,91,9160,257570
2014,2014년 1분기,NULL,광주광역시 광산구,173,4210,282010
2014,2014년 1분기,NULL,대전광역시 동구,25,10390,147650
2014,2014년 1분기,NULL,대전광역시 중구,14,18140,114390
2014,2014년 1분기,NULL,대전광역시 서구,24,18320,281350
2014,2014년 1분기,NULL,대전광역시 유성구,62,30180,779000
2014,2014년 1분기,NULL,대전광역시 대덕구,15,24390,215880
2014,2014년 1분기,NULL,울산광역시 중구,11,59810,150890
