YEAR,QU,ORDR,AREANM,LNDPCL,MUMMPC,MXMMPC
2011,2011년 1분기,NULL,경상남도 창원시 진해구,196,20160,273220
2011,2011년 1분기,NULL,경상남도 진주시,2071,720,142860
2011,2011년 1분기,NULL,경상남도 통영시,1131,300,242540
2011,2011년 1분기,NULL,경상남도 사천시,1157,1430,160680
2011,2011년 1분기,NULL,경상남도 김해시,1892,470,438630
2011,2011년 1분기,NULL,경상남도 밀양시,3015,380,165000
2011,2011년 1분기,NULL,경상남도 거제시,1815,2700,440250
2011,2011년 1분기,NULL,경상남도 양산시,889,5370,303030
2011,2011년 1분기,NULL,경상남도 의령군,1313,520,51410
2011,2011년 1분기,NULL,경상남도 함안군,2761,960,213330
2011,2011년 1분기,NULL,경상남도 창녕군,2851,160,82350
2011,2011년 1분기,NULL,경상남도 고성군,1980,860,126470
2011,2011년 1분기,NULL,경상남도 남해군,1930,1150,148260
2011,2011년 1분기,NULL,경상남도 하동군,2138,280,79050
2011,2011년 1분기,NULL,경상남도 산청군,1517,840,65870
2011,2011년 1분기,NULL,경상남도 함양군,1354,90,47620
2011,2011년 1분기,NULL,경상남도 거창군,1669,20,42150
2011,2011년 1분기,NULL,경상남도 합천군,2088,380,31970
2011,2011년 1분기,NULL,제주특별자치도 제주시,2995,2650,198840
2011,2011년 1분기,NULL,제주특별자치도 서귀포시,2193,1450,151240
2011,2011년 2분기,NULL,서울특별시 종로구,3,410960,840000
2011,2011년 2분기,NULL,서울특별시 중랑구,3,643560,1280000
2011,2011년 2분기,NULL,서울특별시 성북구,0,0,0
2011,2011년 2분기,NULL,서울특별시 강북구,1,63250,63250
2011,2011년 2분기,NULL,서울특별시 도봉구,0,0,0
2011,2011년 2분기,NULL,서울특별시 노원구,2,476000,476000
2011,2011년 2분기,NULL,서울특별시 은평구,5,68120,714290
2011,2011년 2분기,NULL,서울특별시 마포구,0,0,0
2011,2011년 2분기,NULL,서울특별시 강서구,24,71430,1134140
2011,2011년 2분기,NULL,서울특별시 구로구,4,454550,904870
2011,2011년 2분기,NULL,서울특별시 금천구,0,0,0
2011,2011년 2분기,NULL,서울특별시 서초구,42,193590,1831850
2011,2011년 2분기,NULL,서울특별시 강남구,22,152280,1363640
2011,2011년 2분기,NULL,서울특별시 송파구,4,720720,757580
2011,2011년 2분기,NULL,서울특별시 강동구,20,257380,1496260
2011,2011년 2분기,NULL,부산광역시 서구,3,24280,83040
2011,2011년 2분기,NULL,부산광역시 동구,0,0,0
2011,2011년 2분기,NULL,부산광역시 영도구,2,148370,231880
2011,2011년 2분기,NULL,부산광역시 부산진구,2,13020,17300
2011,2011년 2분기,NULL,부산광역시 동래구,1,170080,170080
2011,2011년 2분기,NULL,부산광역시 남구,3,363010,474680
2011,2011년 2분기,NULL,부산광역시 북구,8,34810,355470
2011,2011년 2분기,NULL,부산광역시 해운대구,27,89330,461000
2011,2011년 2분기,NULL,부산광역시 사하구,3,100000,205210
2011,2011년 2분기,NULL,부산광역시 금정구,129,6530,451920
2011,2011년 2분기,NULL,부산광역시 강서구,634,16950,490080
2011,2011년 2분기,NULL,부산광역시 연제구,0,0,0
2011,2011년 2분기,NULL,부산광역시 수영구,0,0,0
2011,2011년 2분기,NULL,부산광역시 사상구,5,75810,116620
2011,2011년 2분기,NULL,부산광역시 기장군,618,3660,443790
2011,2011년 2분기,NULL,대구광역시 동구,198,17500,417960
2011,2011년 2분기,NULL,대구광역시 서구,6,179050,453430
2011,2011년 2분기,NULL,대구광역시 북구,110,23490,465890
2011,2011년 2분기,NULL,대구광역시 수성구,74,25510,369300
2011,2011년 2분기,NULL,대구광역시 달서구,13,45400,302420
2011,2011년 2분기,NULL,대구광역시 달성군,1007,1600,248450
2011,2011년 2분기,NULL,인천광역시 중구,75,78230,608700
2011,2011년 2분기,NULL,인천광역시 남구,2,97600,160000
2011,2011년 2분기,NULL,인천광역시 연수구,14,157890,687500
2011,2011년 2분기,NULL,인천광역시 남동구,65,135870,605040
2011,2011년 2분기,NULL,인천광역시 부평구,6,230430,810810
2011,2011년 2분기,NULL,인천광역시 계양구,101,90770,801980
2011,2011년 2분기,NULL,인천광역시 서구,93,93370,832190
2011,2011년 2분기,NULL,인천광역시 강화군,1750,4420,361450
2011,2011년 2분기,NULL,인천광역시 옹진군,362,1150,457140
2011,2011년 2분기,NULL,광주광역시 동구,40,2380,258930
2011,2011년 2분기,NULL,광주광역시 서구,133,35000,302470
2011,2011년 2분기,NULL,광주광역시 남구,180,4480,301000
2011,2011년 2분기,NULL,광주광역시 북구,263,1110,302480
2011,2011년 2분기,NULL,광주광역시 광산구,749,7400,307690
2011,2011년 2분기,NULL,대전광역시 동구,237,3150,388000
2011,2011년 2분기,NULL,대전광역시 중구,81,6950,325850
2011,2011년 2분기,NULL,대전광역시 서구,212,12460,467090
2011,2011년 2분기,NULL,대전광역시 유성구,357,24290,514370
2011,2011년 2분기,NULL,대전광역시 대덕구,95,14350,481350
2011,2011년 2분기,NULL,울산광역시 중구,34,22480,151230
2011,2011년 2분기,NULL,울산광역시 남구,21,24650,362320
2011,2011년 2분기,NULL,울산광역시 동구,36,12680,408160
2011,2011년 2분기,NULL,울산광역시 북구,242,10070,398940
2011,2011년 2분기,NULL,울산광역시 울주군,1799,1040,339130
2011,2011년 2분기,NULL,세종특별자치시 세종특별자치시,0,0,0
2011,2011년 2분기,NULL,경기도 수원시 장안구,38,60540,600000
2011,2011년 2분기,NULL,경기도 수원시 권선구,95,35390,816620
2011,2011년 2분기,NULL,경기도 수원시 팔달구,0,0,0
2011,2011년 2분기,NULL,경기도 수원시 영통구,2,431540,431540
2011,2011년 2분기,NULL,경기도 성남시 수정구,43,155880,2860220
2011,2011년 2분기,NULL,경기도 성남시 중원구,4,202170,339850
2011,2011년 2분기,NULL,경기도 성남시 분당구,67,34330,2441260
2011,2011년 2분기,NULL,경기도 의정부시,60,9200,802920
2011,2011년 2분기,NULL,경기도 안양시 만안구,6,176600,1453940
2011,2011년 2분기,NULL,경기도 안양시 동안구,8,55990,1334400
2011,2011년 2분기,NULL,경기도 부천시 원미구,5,233700,1079140
2011,2011년 2분기,NULL,경기도 부천시 소사구,5,292000,1059320
2011,2011년 2분기,NULL,경기도 부천시 오정구,34,15380,756050
2011,2011년 2분기,NULL,경기도 광명시,22,241290,757000
2011,2011년 2분기,NULL,경기도 평택시,1906,12570,675680
2011,2011년 2분기,NULL,경기도 동두천시,99,9110,470000
2011,2011년 2분기,NULL,경기도 안산시 상록구,151,30200,441990
2011,2011년 2분기,NULL,경기도 안산시 단원구,364,16640,453820
2011,2011년 2분기,NULL,경기도 고양시 덕양구,379,8960,869570
2011,2011년 2분기,NULL,경기도 고양시 일산동구,205,45730,873660
2011,2011년 2분기,NULL,경기도 고양시 일산서구,52,136010,667000
2011,2011년 2분기,NULL,경기도 과천시,37,142250,1605840
2011,2011년 2분기,NULL,경기도 구리시,56,106600,1181820
2011,2011년 2분기,NULL,경기도 남양주시,1454,1900,817930
2011,2011년 2분기,NULL,경기도 오산시,77,83330,1271670
2011,2011년 2분기,NULL,경기도 시흥시,273,9060,633800
2011,2011년 2분기,NULL,경기도 군포시,27,86080,451130
2011,2011년 2분기,NULL,경기도 의왕시,69,31770,814600
2011,2011년 2분기,NULL,경기도 하남시,131,10540,847160
2011,2011년 2분기,NULL,경기도 용인시 처인구,1249,3720,768050
2011,2011년 2분기,NULL,경기도 용인시 기흥구,92,29770,784040
2011,2011년 2분기,NULL,경기도 용인시 수지구,32,80280,782330
2011,2011년 2분기,NULL,경기도 파주시,1919,1510,478130
2011,2011년 2분기,NULL,경기도 이천시,2216,9310,337930
2011,2011년 2분기,NULL,경기도 안성시,1855,3450,301200
2011,2011년 2분기,NULL,경기도 김포시,1295,27560,672490
2011,2011년 2분기,NULL,경기도 화성시,2196,1690,560500
2011,2011년 2분기,NULL,경기도 광주시,1281,6580,723280
2011,2011년 2분기,NULL,경기도 양주시,967,5980,760420
2011,2011년 2분기,NULL,경기도 포천시,1865,4530,363260
2011,2011년 2분기,NULL,경기도 여주시,0,0,0
2011,2011년 2분기,NULL,경기도 여주군,1942,2470,239520
2011,2011년 2분기,NULL,경기도 연천군,596,790,170650
2011,2011년 2분기,NULL,경기도 가평군,1222,5920,335200
2011,2011년 2분기,NULL,경기도 양평군,2622,1090,383700
2011,2011년 2분기,NULL,강원도 춘천시,1587,1830,247330
2011,2011년 2분기,NULL,강원도 원주시,1642,1210,293730
2011,2011년 2분기,NULL,강원도 강릉시,1254,480,117710
2011,2011년 2분기,NULL,강원도 동해시,114,6120,157730
2011,2011년 2분기,NULL,강원도 태백시,81,2340,33330
2011,2011년 2분기,NULL,강원도 속초시,79,5640,175970
2011,2011년 2분기,NULL,강원도 삼척시,534,280,75040
2011,2011년 2분기,NULL,강원도 홍천군,2473,970,146480
2011,2011년 2분기,NULL,강원도 횡성군,1881,1850,107690
2011,2011년 2분기,NULL,강원도 영월군,1535,470,79790
2011,2011년 2분기,NULL,강원도 평창군,1676,1040,130590
2011,2011년 2분기,NULL,강원도 정선군,815,550,49600
2011,2011년 2분기,NULL,강원도 철원군,899,170,61930
2011,2011년 2분기,NULL,강원도 화천군,597,1700,90730
2011,2011년 2분기,NULL,강원도 양구군,728,1170,50570
2011,2011년 2분기,NULL,강원도 인제군,749,800,103010
2011,2011년 2분기,NULL,강원도 고성군,507,2170,75600
2011,2011년 2분기,NULL,강원도 양양군,740,1450,104170
2011,2011년 2분기,NULL,충청북도 청주시 상당구,171,6370,480770
2011,2011년 2분기,NULL,충청북도 청주시 흥덕구,349,4460,473350
2011,2011년 2분기,NULL,충청북도 충주시,2173,700,153510
2011,2011년 2분기,NULL,충청북도 제천시,1580,990,99670
2011,2011년 2분기,NULL,충청북도 청원군,2719,1880,206110
2011,2011년 2분기,NULL,충청북도 보은군,1218,400,43480
2011,2011년 2분기,NULL,충청북도 옥천군,1526,530,76440
2011,2011년 2분기,NULL,충청북도 영동군,1774,420,43800
2011,2011년 2분기,NULL,충청북도 증평군,192,4690,143990
2011,2011년 2분기,NULL,충청북도 진천군,1211,3500,131760
2011,2011년 2분기,NULL,충청북도 괴산군,2336,780,70380
2011,2011년 2분기,NULL,충청북도 음성군,1920,3490,130480
2011,2011년 2분기,NULL,충청북도 단양군,1023,1030,46490
2011,2011년 2분기,NULL,충청남도 천안시 동남구,955,7700,319630
2011,2011년 2분기,NULL,충청남도 천안시 서북구,660,16570,312500
2011,2011년 2분기,NULL,충청남도 공주시,2084,380,145790
2011,2011년 2분기,NULL,충청남도 보령시,1648,2140,74290
2011,2011년 2분기,NULL,충청남도 아산시,1737,160,272250
2011,2011년 2분기,NULL,충청남도 서산시,2040,1190,128400
2011,2011년 2분기,NULL,충청남도 논산시,2407,570,65460
2011,2011년 2분기,NULL,충청남도 계룡시,75,10440,242650
2011,2011년 2분기,NULL,충청남도 당진시,232,9660,177140
2011,2011년 2분기,NULL,충청남도 금산군,1566,1830,105850
2011,2011년 2분기,NULL,충청남도 연기군,994,1470,252530
2011,2011년 2분기,NULL,충청남도 부여군,1896,970,36700
2011,2011년 2분기,NULL,충청남도 서천군,1324,3750,73630
2011,2011년 2분기,NULL,충청남도 청양군,1215,580,40770
2011,2011년 2분기,NULL,충청남도 홍성군,1272,2540,87950
2011,2011년 2분기,NULL,충청남도 예산군,1898,2680,104930
2011,2011년 2분기,NULL,충청남도 태안군,1535,1840,142780
2011,2011년 2분기,NULL,충청남도 당진군,2013,2980,226720
2011,2011년 2분기,NULL,전라북도 전주시 완산구,358,14040,354940
2011,2011년 2분기,NULL,전라북도 전주시 덕진구,572,700,354610
2011,2011년 2분기,NULL,전라북도 군산시,1277,2420,142860
2011,2011년 2분기,NULL,전라북도 익산시,2731,690,49170
2011,2011년 2분기,NULL,전라북도 정읍시,2598,260,22500
2011,2011년 2분기,NULL,전라북도 남원시,2062,480,23760
2011,2011년 2분기,NULL,전라북도 김제시,2726,850,40700
2011,2011년 2분기,NULL,전라북도 완주군,2339,2470,111650
2011,2011년 2분기,NULL,전라북도 진안군,1271,290,27470
2011,2011년 2분기,NULL,전라북도 무주군,860,930,52830
2011,2011년 2분기,NULL,전라북도 장수군,1097,440,25880
2011,2011년 2분기,NULL,전라북도 임실군,1089,570,24950
2011,2011년 2분기,NULL,전라북도 순창군,1246,240,18690
2011,2011년 2분기,NULL,전라북도 고창군,2266,1290,19320
2011,2011년 2분기,NULL,전라북도 부안군,1884,1970,100900
2011,2011년 2분기,NULL,전라남도 목포시,73,4850,227270
2011,2011년 2분기,NULL,전라남도 여수시,1478,270,169490
2011,2011년 2분기,NULL,전라남도 순천시,2362,260,97290
2011,2011년 2분기,NULL,전라남도 나주시,2870,2170,49770
2011,2011년 2분기,NULL,전라남도 광양시,1310,870,137130
2011,2011년 2분기,NULL,전라남도 담양군,1604,1040,47440
2011,2011년 2분기,NULL,전라남도 곡성군,1341,510,24390
2011,2011년 2분기,NULL,전라남도 구례군,1027,580,40820
2011,2011년 2분기,NULL,전라남도 고흥군,2791,160,17280
2011,2011년 2분기,NULL,전라남도 보성군,1865,570,18600
2011,2011년 2분기,NULL,전라남도 화순군,1993,470,46490
2011,2011년 2분기,NULL,전라남도 장흥군,1624,400,20030
2011,2011년 2분기,NULL,전라남도 강진군,1445,1100,17260
2011,2011년 2분기,NULL,전라남도 해남군,2974,680,19000
2011,2011년 2분기,NULL,전라남도 영암군,2384,430,19280
2011,2011년 2분기,NULL,전라남도 무안군,2147,480,48400
2011,2011년 2분기,NULL,전라남도 함평군,1855,1270,25290
2011,2011년 2분기,NULL,전라남도 영광군,1691,690,16630
2011,2011년 2분기,NULL,전라남도 장성군,1571,1520,63550
2011,2011년 2분기,NULL,전라남도 완도군,1396,310,24370
2011,2011년 2분기,NULL,전라남도 진도군,1274,360,11900
2011,2011년 2분기,NULL,전라남도 신안군,1779,420,19200
2011,2011년 2분기,NULL,경상북도 포항시 남구,827,1000,197530
2011,2011년 2분기,NULL,경상북도 포항시 북구,1604,670,200420
2011,2011년 2분기,NULL,경상북도 경주시,3303,320,179860
2011,2011년 2분기,NULL,경상북도 김천시,2200,30,87300
2011,2011년 2분기,NULL,경상북도 안동시,2334,190,60200
2011,2011년 2분기,NULL,경상북도 구미시,1429,1850,173950
2011,2011년 2분기,NULL,경상북도 영주시,1850,500,45000
2011,2011년 2분기,NULL,경상북도 영천시,4259,1070,92210
2011,2011년 2분기,NULL,경상북도 상주시,2513,1120,44750
2011,2011년 2분기,NULL,경상북도 문경시,1426,410,52110
2011,2011년 2분기,NULL,경상북도 경산시,1215,2460,167490
2010,2010년 1분기,NULL,서울특별시 종로구,7,192530,939600
2010,2010년 1분기,NULL,서울특별시 중랑구,15,907550,1508600
2010,2010년 1분기,NULL,서울특별시 성북구,2,264710,273110
2010,2010년 1분기,NULL,서울특별시 강북구,0,0,0
2010,2010년 1분기,NULL,서울특별시 도봉구,5,326090,900000
2010,2010년 1분기,NULL,서울특별시 노원구,4,173610,465000
2010,2010년 1분기,NULL,서울특별시 은평구,11,151350,745450
2010,2010년 1분기,NULL,서울특별시 마포구,0,0,0
2010,2010년 1분기,NULL,서울특별시 강서구,14,121010,467350
2010,2010년 1분기,NULL,서울특별시 구로구,2,604890,906830
2010,2010년 1분기,NULL,서울특별시 금천구,1,338120,338120
2010,2010년 1분기,NULL,서울특별시 서초구,37,33620,1411410
2010,2010년 1분기,NULL,서울특별시 강남구,14,135140,1376700
2010,2010년 1분기,NULL,서울특별시 송파구,4,567160,1692310
2010,2010년 1분기,NULL,서울특별시 강동구,31,202230,1036590
2010,2010년 1분기,NULL,부산광역시 서구,2,41980,75190
2010,2010년 1분기,NULL,부산광역시 동구,0,0,0
2010,2010년 1분기,NULL,부산광역시 영도구,2,52950,211590
2010,2010년 1분기,NULL,부산광역시 부산진구,1,271960,271960
2010,2010년 1분기,NULL,부산광역시 동래구,2,56740,205870
2010,2010년 1분기,NULL,부산광역시 남구,3,78950,242560
2010,2010년 1분기,NULL,부산광역시 북구,9,39280,320000
2010,2010년 1분기,NULL,부산광역시 해운대구,8,30170,422990
2010,2010년 1분기,NULL,부산광역시 사하구,4,49040,350000
2010,2010년 1분기,NULL,부산광역시 금정구,64,28900,255880
2010,2010년 1분기,NULL,부산광역시 강서구,467,9660,423510
2010,2010년 1분기,NULL,부산광역시 연제구,0,0,0
2010,2010년 1분기,NULL,부산광역시 수영구,0,0,0
2010,2010년 1분기,NULL,부산광역시 사상구,6,26200,266900
2010,2010년 1분기,NULL,부산광역시 기장군,560,11330,422730
2010,2010년 1분기,NULL,대구광역시 동구,216,2070,412590
2010,2010년 1분기,NULL,대구광역시 서구,7,81970,326440
2010,2010년 1분기,NULL,대구광역시 북구,84,20440,452830
2010,2010년 1분기,NULL,대구광역시 수성구,121,16260,468630
2010,2010년 1분기,NULL,대구광역시 달서구,14,44470,344830
2010,2010년 1분기,NULL,대구광역시 달성군,814,4520,243500
2010,2010년 1분기,NULL,인천광역시 중구,157,34130,769230
2010,2010년 1분기,NULL,인천광역시 남구,3,277080,565000
2010,2010년 1분기,NULL,인천광역시 연수구,3,728350,983070
2010,2010년 1분기,NULL,인천광역시 남동구,68,76170,756260
2010,2010년 1분기,NULL,인천광역시 부평구,5,873730,897580
2010,2010년 1분기,NULL,인천광역시 계양구,145,86670,968000
2010,2010년 1분기,NULL,인천광역시 서구,66,22660,905000
2010,2010년 1분기,NULL,인천광역시 강화군,2439,4930,316720
2010,2010년 1분기,NULL,인천광역시 옹진군,792,790,357140
2010,2010년 1분기,NULL,광주광역시 동구,22,12570,242110
2010,2010년 1분기,NULL,광주광역시 서구,106,24950,272400
2010,2010년 1분기,NULL,광주광역시 남구,187,10000,272500
2010,2010년 1분기,NULL,광주광역시 북구,221,5090,264530
2010,2010년 1분기,NULL,광주광역시 광산구,725,100,266340
2010,2010년 1분기,NULL,대전광역시 동구,216,7550,452610
2010,2010년 1분기,NULL,대전광역시 중구,77,7900,204100
2010,2010년 1분기,NULL,대전광역시 서구,179,10410,465990
2010,2010년 1분기,NULL,대전광역시 유성구,293,13760,454070
2010,2010년 1분기,NULL,대전광역시 대덕구,80,11720,470090
2010,2010년 1분기,NULL,울산광역시 중구,36,30090,282050
2010,2010년 1분기,NULL,울산광역시 남구,37,21570,363000
2010,2010년 1분기,NULL,울산광역시 동구,36,16560,250190
2010,2010년 1분기,NULL,울산광역시 북구,314,3520,386970
2010,2010년 1분기,NULL,울산광역시 울주군,1935,4230,315520
2010,2010년 1분기,NULL,세종특별자치시 세종특별자치시,0,0,0
2010,2010년 1분기,NULL,경기도 수원시 장안구,18,74130,1286240
2010,2010년 1분기,NULL,경기도 수원시 권선구,78,119210,1208890
2010,2010년 1분기,NULL,경기도 수원시 팔달구,0,0,0
2010,2010년 1분기,NULL,경기도 수원시 영통구,12,759800,1512200
2010,2010년 1분기,NULL,경기도 성남시 수정구,48,136160,4000000
2010,2010년 1분기,NULL,경기도 성남시 중원구,28,68970,696100
2010,2010년 1분기,NULL,경기도 성남시 분당구,366,31330,3032260
2010,2010년 1분기,NULL,경기도 의정부시,68,42510,581820
2010,2010년 1분기,NULL,경기도 안양시 만안구,3,198110,537060
2010,2010년 1분기,NULL,경기도 안양시 동안구,6,166850,777780
2010,2010년 1분기,NULL,경기도 부천시 원미구,4,342740,597610
2010,2010년 1분기,NULL,경기도 부천시 소사구,13,201100,1195970
2010,2010년 1분기,NULL,경기도 부천시 오정구,35,133930,849280
2010,2010년 1분기,NULL,경기도 광명시,48,158540,790910
2010,2010년 1분기,NULL,경기도 평택시,1546,8610,458020
2010,2010년 1분기,NULL,경기도 동두천시,104,6510,453300
2010,2010년 1분기,NULL,경기도 안산시 상록구,127,23100,392860
2010,2010년 1분기,NULL,경기도 안산시 단원구,263,43600,382410
2010,2010년 1분기,NULL,경기도 고양시 덕양구,360,24480,750000
2010,2010년 1분기,NULL,경기도 고양시 일산동구,155,48210,729960
2010,2010년 1분기,NULL,경기도 고양시 일산서구,38,148210,679350
2010,2010년 1분기,NULL,경기도 과천시,65,82180,1397060
2010,2010년 1분기,NULL,경기도 구리시,49,106480,1020310
2010,2010년 1분기,NULL,경기도 남양주시,1008,7200,787880
2010,2010년 1분기,NULL,경기도 오산시,35,74490,1025460
2010,2010년 1분기,NULL,경기도 시흥시,351,67020,614560
2010,2010년 1분기,NULL,경기도 군포시,29,64520,574540
2010,2010년 1분기,NULL,경기도 의왕시,73,21620,691240
2010,2010년 1분기,NULL,경기도 하남시,176,11500,914630
2010,2010년 1분기,NULL,경기도 용인시 처인구,1337,9080,873490
2010,2010년 1분기,NULL,경기도 용인시 기흥구,86,40670,876970
2010,2010년 1분기,NULL,경기도 용인시 수지구,33,60490,876900
2010,2010년 1분기,NULL,경기도 파주시,1406,3930,680750
2010,2010년 1분기,NULL,경기도 이천시,2203,6060,328520
2010,2010년 1분기,NULL,경기도 안성시,2000,5560,293380
2010,2010년 1분기,NULL,경기도 김포시,1320,24440,787880
2010,2010년 1분기,NULL,경기도 화성시,2344,220,494380
2010,2010년 1분기,NULL,경기도 광주시,901,9950,732600
2010,2010년 1분기,NULL,경기도 양주시,598,7460,508730
2010,2010년 1분기,NULL,경기도 포천시,2351,560,364960
2010,2010년 1분기,NULL,경기도 여주시,0,0,0
2010,2010년 1분기,NULL,경기도 여주군,2145,3630,272250
2010,2010년 1분기,NULL,경기도 연천군,853,750,152440
2010,2010년 1분기,NULL,경기도 가평군,1353,2690,310470
2010,2010년 1분기,NULL,경기도 양평군,2709,630,385750
2010,2010년 1분기,NULL,강원도 춘천시,1682,1360,289580
2010,2010년 1분기,NULL,강원도 원주시,1356,910,236010
2010,2010년 1분기,NULL,강원도 강릉시,1202,940,109980
2010,2010년 1분기,NULL,강원도 동해시,103,4000,110210
2010,2010년 1분기,NULL,강원도 태백시,47,1900,40770
2010,2010년 1분기,NULL,강원도 속초시,89,690,182410
2010,2010년 1분기,NULL,강원도 삼척시,671,230,69930
2010,2010년 1분기,NULL,강원도 홍천군,2490,20,166810
2010,2010년 1분기,NULL,강원도 횡성군,2059,1900,105630
2010,2010년 1분기,NULL,강원도 영월군,1534,860,66130
2010,2010년 1분기,NULL,강원도 평창군,1788,300,120040
2010,2010년 1분기,NULL,강원도 정선군,910,330,45770
2010,2010년 1분기,NULL,강원도 철원군,884,330,58580
2010,2010년 1분기,NULL,강원도 화천군,719,1040,82860
2010,2010년 1분기,NULL,강원도 양구군,692,1530,49810
2010,2010년 1분기,NULL,강원도 인제군,925,930,99190
2010,2010년 1분기,NULL,강원도 고성군,659,490,80250
2010,2010년 1분기,NULL,강원도 양양군,689,170,82720
2010,2010년 1분기,NULL,충청북도 청주시 상당구,213,13120,483030
2010,2010년 1분기,NULL,충청북도 청주시 흥덕구,255,10300,444440
2010,2010년 1분기,NULL,충청북도 충주시,2292,1020,118430
2010,2010년 1분기,NULL,충청북도 제천시,1423,1030,98960
2010,2010년 1분기,NULL,충청북도 청원군,2690,560,209700
2010,2010년 1분기,NULL,충청북도 보은군,1090,790,45880
2010,2010년 1분기,NULL,충청북도 옥천군,1530,940,72360
2010,2010년 1분기,NULL,충청북도 영동군,1714,210,42350
2010,2010년 1분기,NULL,충청북도 증평군,271,1340,91250
2010,2010년 1분기,NULL,충청북도 진천군,1191,4490,155740
2010,2010년 1분기,NULL,충청북도 괴산군,2182,1150,63050
2010,2010년 1분기,NULL,충청북도 음성군,2099,1310,124530
2010,2010년 1분기,NULL,충청북도 단양군,1159,240,49300
2010,2010년 1분기,NULL,충청남도 천안시 동남구,1263,3130,305420
2010,2010년 1분기,NULL,충청남도 천안시 서북구,838,7520,305340
2010,2010년 1분기,NULL,충청남도 공주시,2208,1650,147280
2010,2010년 1분기,NULL,충청남도 보령시,1603,1660,75130
2010,2010년 1분기,NULL,충청남도 아산시,1967,4580,264950
2010,2010년 1분기,NULL,충청남도 서산시,2053,4410,136180
2010,2010년 1분기,NULL,충청남도 논산시,2521,30,71090
2010,2010년 1분기,NULL,충청남도 계룡시,59,4260,166670
2010,2010년 1분기,NULL,충청남도 당진시,0,0,0
2010,2010년 1분기,NULL,충청남도 금산군,1769,2300,105930
2010,2010년 1분기,NULL,충청남도 연기군,865,3020,183490
2010,2010년 1분기,NULL,충청남도 부여군,2155,790,35190
2010,2010년 1분기,NULL,충청남도 서천군,1253,1910,73000
2010,2010년 1분기,NULL,충청남도 청양군,1143,980,37780
2010,2010년 1분기,NULL,충청남도 홍성군,1393,3020,78490
2010,2010년 1분기,NULL,충청남도 예산군,1838,2820,100000
2010,2010년 1분기,NULL,충청남도 태안군,1625,4540,128210
2010,2010년 1분기,NULL,충청남도 당진군,2384,3020,306670
2010,2010년 1분기,NULL,전라북도 전주시 완산구,247,5040,298140
2010,2010년 1분기,NULL,전라북도 전주시 덕진구,486,7170,286750
2010,2010년 1분기,NULL,전라북도 군산시,1151,3670,142290
2010,2010년 1분기,NULL,전라북도 익산시,2733,100,52750
2010,2010년 1분기,NULL,전라북도 정읍시,2767,240,21370
2010,2010년 1분기,NULL,전라북도 남원시,2224,450,23780
2010,2010년 1분기,NULL,전라북도 김제시,2802,1950,34360
2010,2010년 1분기,NULL,전라북도 완주군,2067,130,102830
2010,2010년 1분기,NULL,전라북도 진안군,1128,770,24830
2010,2010년 1분기,NULL,전라북도 무주군,904,350,49910
2010,2010년 1분기,NULL,전라북도 장수군,1104,240,22370
2010,2010년 1분기,NULL,전라북도 임실군,1178,220,27610
2010,2010년 1분기,NULL,전라북도 순창군,1211,470,18080
2010,2010년 1분기,NULL,전라북도 고창군,2363,240,16510
2010,2010년 1분기,NULL,전라북도 부안군,1969,770,115030
2010,2010년 1분기,NULL,전라남도 목포시,78,5210,150410
2010,2010년 1분기,NULL,전라남도 여수시,1296,280,146740
2010,2010년 1분기,NULL,전라남도 순천시,2243,360,75480
2010,2010년 1분기,NULL,전라남도 나주시,3029,410,45460
2010,2010년 1분기,NULL,전라남도 광양시,1136,260,139030
2010,2010년 1분기,NULL,전라남도 담양군,1501,470,43290
2010,2010년 1분기,NULL,전라남도 곡성군,1346,590,26870
2010,2010년 1분기,NULL,전라남도 구례군,1151,690,30220
2010,2010년 1분기,NULL,전라남도 고흥군,2588,390,17740
2010,2010년 1분기,NULL,전라남도 보성군,1989,220,18000
2010,2010년 1분기,NULL,전라남도 화순군,1807,610,44110
2010,2010년 1분기,NULL,전라남도 장흥군,1950,340,17890
2010,2010년 1분기,NULL,전라남도 강진군,1481,590,15320
2010,2010년 1분기,NULL,전라남도 해남군,2635,530,16940
2010,2010년 1분기,NULL,전라남도 영암군,2422,630,18370
2010,2010년 1분기,NULL,전라남도 무안군,1642,1170,45450
2010,2010년 1분기,NULL,전라남도 함평군,1870,600,23470
2010,2010년 1분기,NULL,전라남도 영광군,1628,790,15910
2010,2010년 1분기,NULL,전라남도 장성군,1606,700,60560
2010,2010년 1분기,NULL,전라남도 완도군,1327,400,17190
2010,2010년 1분기,NULL,전라남도 진도군,1277,510,12240
2010,2010년 1분기,NULL,전라남도 신안군,1771,700,27400
2010,2010년 1분기,NULL,경상북도 포항시 남구,636,1100,170000
2010,2010년 1분기,NULL,경상북도 포항시 북구,1933,520,172290
2010,2010년 1분기,NULL,경상북도 경주시,3411,1380,178570
2010,2010년 1분기,NULL,경상북도 김천시,2102,180,81950
2010,2010년 1분기,NULL,경상북도 안동시,2347,220,47280
2010,2010년 1분기,NULL,경상북도 구미시,1416,1720,121020
2010,2010년 1분기,NULL,경상북도 영주시,1807,520,37270
2010,2010년 1분기,NULL,경상북도 영천시,3948,1310,90320
2010,2010년 1분기,NULL,경상북도 상주시,2855,460,37250
2010,2010년 1분기,NULL,경상북도 문경시,1402,790,47210
2010,2010년 1분기,NULL,경상북도 경산시,1350,3770,181450
